Price,Close,High,Low,Open,Volume
Ticker,ODFL,ODFL,ODFL,ODFL,ODFL
Date,,,,,
2021-04-12,121.5147933959961,122.23211285451703,120.45101053025851,121.64654047917271,1343400
2021-04-13,121.17810821533203,121.91494337984996,119.8654621212608,121.91494337984996,1305000
2021-04-14,120.96340942382812,121.75880636798868,120.42176006878657,121.48554317010532,1034800
2021-04-15,122.03694152832031,122.66154522488051,120.63158693399154,121.54409238449396,1113400
2021-04-16,122.66154479980469,123.64237348939955,122.57371339552876,122.94456951224389,1512800
2021-04-19,120.97315979003906,122.68106206510102,120.53398045179102,122.64690044558553,1216800
2021-04-20,120.84142303466797,122.72011879216937,119.87035577480104,121.94912190098617,1200000
2021-04-21,120.38272094726562,122.04183062874367,119.59708553340893,120.82677736506804,2034200
2021-04-22,122.35899353027344,124.48655200075797,120.52909831297124,120.52909831297124,2113400
2021-04-23,125.7796859741211,126.51164408171402,123.315425522719,123.315425522719,1575400
2021-04-26,123.69605255126953,126.61412367731236,123.01288713137045,126.22375194692829,1251200
2021-04-27,126.0724868774414,126.21888746833766,123.99373549062449,124.3889917701045,1026600
2021-04-28,125.51620483398438,126.22864004766052,124.6476149485704,125.5113203468272,992200
2021-04-29,126.53604125976562,126.92154337991899,124.9794091038715,126.24325502789884,666000
2021-04-30,125.8041000366211,127.44369422043442,125.28685074387559,126.23840240241915,936600
2021-05-03,127.68763732910156,128.29271783207722,126.00412800488914,126.29202969232831,1039600
2021-05-04,129.1905975341797,129.61024634037045,126.89712299048071,127.02888497192768,1160800
2021-05-05,128.88807678222656,129.9762450651395,128.1219569896557,129.9762450651395,745600
2021-05-06,129.2930908203125,129.3760526344038,127.53638818177683,128.96615783403342,833000
2021-05-07,131.54261779785156,131.7085264935991,128.72214018669564,129.84935433407148,722000
2021-05-10,131.81593322753906,134.72424337997882,131.62561692084628,131.94281076533426,1138200
2021-05-11,128.8929443359375,130.77650929946137,127.59493689692836,130.45933044555025,1591000
2021-05-12,125.10628509521484,128.51720519202271,125.04773082789686,128.28785771720985,1745000
2021-05-13,128.81002807617188,129.07840684166132,125.15512089763439,125.15512089763439,1222200
2021-05-14,131.54261779785156,132.074505499675,129.02956493447522,129.5175369425764,763600
