Price,Close,High,Low,Open,Volume
Ticker,LLY,LLY,LLY,LLY,LLY
Date,,,,,
2021-04-12,172.97518920898438,174.99205501992742,172.08091413688402,174.5068551950803,2876100
2021-04-13,173.6506805419922,174.70668428208228,172.3663465685132,172.3663465685132,3089100
2021-04-14,174.09779357910156,175.4962852134349,173.19401012229366,173.70773492919668,2002100
2021-04-15,176.87574768066406,178.58818791701685,174.48785418107644,174.84935885793732,2586600
2021-04-16,180.04371643066406,181.04264087823086,177.78901244746214,178.26468937330273,3731800
2021-04-19,180.41476440429688,181.5944485407093,178.92114623559436,180.03422862687836,2966400
2021-04-20,181.3376007080078,184.08701340245378,180.91900259261627,181.1473327964238,2460900
2021-04-21,181.6610565185547,183.62084357747366,180.5670051461325,182.2413830811336,2219800
2021-04-22,177.9508056640625,181.96552154150442,177.66539650132003,180.75729764525198,2982600
2021-04-23,179.53953552246094,179.9295941626765,177.93174487282513,177.93174487282513,2482800
2021-04-26,178.11253356933594,179.47296310041335,177.0089592190482,179.39686753933617,2797500
2021-04-27,173.3462371826172,176.82818216077578,171.9953015842607,175.04915463665435,6838700
2021-04-28,171.76698303222656,173.14644355283426,169.89281432255905,172.62319590253165,4682800
2021-04-29,173.33668518066406,173.7457749239585,171.24370941335818,172.25214226837318,2432500
2021-04-30,173.87896728515625,175.00155798971753,172.37582628679584,172.994200554019,3103900
2021-05-03,176.87574768066406,177.28483748103415,174.0216854589131,174.08828721201266,3197000
2021-05-04,179.04481506347656,180.8333651804788,177.6938941619252,178.4074096426642,3703500
2021-05-05,183.4305877685547,184.1536261990493,179.01630517913503,179.4729510976234,4274400
2021-05-06,184.4580078125,184.6577985195459,180.11032802106305,182.2318431617465,3101600
2021-05-07,185.91358947753906,186.7222461516927,184.46752739094492,185.3427858103507,2526700
2021-05-10,185.2857208251953,187.04573173138206,184.08701987520794,186.62713360127205,2242000
2021-05-11,185.2761993408203,186.22755338108126,183.62083808482242,183.98235726540497,1850200
2021-05-12,183.80160522460938,186.13241981568282,183.35446764600007,185.276206950884,2397400
2021-05-13,186.27650451660156,187.39450578095193,183.228271743735,183.7060508095596,2174300
2021-05-14,187.4900360107422,188.5029251276661,186.2573580622914,187.01225702497374,1823700
2021-05-17,186.84027099609375,190.73894972845167,186.4198231062327,187.7480482597523,2466000
2021-05-18,185.98025512695312,187.623816026197,184.97691632743155,186.3338069152896,2369400
2021-05-19,187.7766876220703,188.6175832844028,184.52779642231567,185.00557539761238,3070500
2021-05-20,190.6625213623047,192.14363944868475,187.45184531325043,188.39785315489823,3494400
2021-05-21,190.9969940185547,192.9463264977981,190.6052116236853,191.1116563465507,2579000
2021-05-24,192.08628845214844,194.57073070047403,191.14983103992517,192.06717320805063,2074900
2021-05-25,190.36631774902344,192.87944063897018,190.28987133853383,192.4780933387342,2919100
2021-05-26,192.05763244628906,193.44318880890734,189.43939793947516,190.37584081770092,2891300
2021-05-27,190.34716796875,192.4302921798547,186.8116059638273,191.7327242784368,9340300
2021-05-28,190.86318969726562,193.29030097727176,189.7069579228968,190.27073373076,2386000
2021-06-01,189.60183715820312,191.96206684044296,187.9391608089756,191.41740630335812,3070200
2021-06-02,190.28025817871094,191.99070048409806,189.43936252163186,190.16558131050925,2030300
2021-06-03,193.6916046142578,194.58983147147768,189.7833758748427,190.14649258239746,3066600
2021-06-04,193.04188537597656,195.3638849684029,192.3443173422887,193.77765474422952,2817700
2021-06-07,212.63076782226562,222.96034735178154,192.86027069440257,193.01316347202015,17231400
2021-06-08,210.89170837402344,212.3919418644746,207.70969756862934,211.8568315633865,4618500
2021-06-09,215.9561309814453,216.65368431309275,210.47122222871985,211.5127916408608,4934900
2021-06-10,223.16104125976562,225.36839280755368,216.19502884527998,216.8830318714835,5598200
2021-06-11,214.13101196289062,219.38658153334165,211.71345112693592,216.94035512072816,5636000
2021-06-14,216.05169677734375,216.58680699167058,213.1085760178864,214.26479317798692,2720700
2021-06-15,213.58636474609375,216.58681679566715,212.96524319154466,216.05170655711808,2188900
2021-06-16,210.94898986816406,214.38900468041453,210.4138796930715,213.5958897492385,2548800
2021-06-17,212.3345489501953,213.18499498438445,210.48076410292379,210.48076410292379,1890700
2021-06-18,208.83724975585938,211.2261452813653,208.61747545009794,210.6336892761902,4016600
2021-06-21,212.7741241455078,213.82524390638673,208.38811588819075,209.36278925003668,3671300
2021-06-22,211.59878540039062,213.67234470226697,210.71010879635259,212.73590185834266,1658800
2021-06-23,207.45169067382812,212.36325922964195,207.35612902173804,212.3154784035969,2419600
2021-06-24,222.61634826660156,228.73191362994706,220.17967245221965,224.47968344913198,12290500
2021-06-25,219.98855590820312,223.11323453689755,219.195441047432,222.7596681749371,6992200
2021-06-28,218.07748413085938,219.66371417355725,216.7970396976427,218.82281832814434,2507500
2021-06-29,219.17637634277344,221.11615829288954,217.72393839888622,218.10615584082268,1621200
2021-06-30,219.31968688964844,220.59058084102406,218.88012377281999,219.86434739414733,1786700
2021-07-01,220.85816955566406,221.2117214208492,218.49793965526086,219.31015536996466,1977300
2021-07-02,223.5624237060547,223.80131327830054,221.04930074021632,221.66085746193923,1994000
2021-07-06,224.9574737548828,225.11036654181515,222.8647992983049,223.2470312656357,3125400
2021-07-07,225.33973693847656,226.07550623877933,223.08461905112904,224.25038661617023,3141500
2021-07-08,226.58192443847656,226.7252668970847,221.78503343476493,223.43814480996727,2431500
2021-07-09,224.54660034179688,227.87193840535807,222.40614497570016,226.62970997486138,4030100
2021-07-12,225.52127075195312,227.42283669435955,224.69949017058744,224.71860541591968,2928600
2021-07-13,224.8428192138672,226.13281387389472,223.62925636928463,225.49259170976387,1974000
2021-07-14,225.8461456298828,226.68702677922764,224.29813171049886,225.31102088673452,2103400
2021-07-15,221.1830291748047,225.50215576396783,220.4376950414496,224.56569835075013,3611200
2021-07-16,222.1290283203125,222.6832391523494,220.93458077070815,222.16724422641008,2229100
2021-07-19,223.73439025878906,223.88728306597508,220.32305515983228,221.57483403476397,2305600
2021-07-20,224.57525634765625,227.18392573406868,223.54325190694547,224.55614110412677,2297800
2021-07-21,226.7443389892578,226.82078537475098,223.20877749897699,225.87479233816939,1651500
2021-07-22,227.8910675048828,229.04728469645585,225.86527432036897,226.73483573264963,1703500
2021-07-23,233.2994842529297,233.68171620850904,227.95791843188533,228.64592137126996,2448100
2021-07-26,232.40127563476562,234.37927318124682,231.78971907683683,231.78971907683683,2678800
2021-07-27,232.75485229492188,233.2135161171803,231.8757405603182,232.8790795182948,2116500
2021-07-28,235.5546112060547,237.3606153492091,231.85660619403822,232.5541594925426,1688000
2021-07-29,234.42706298828125,237.20774047045578,231.47439205227775,236.50062224984322,1924100
2021-07-30,232.67837524414062,235.01948945058865,231.84704444193315,234.01615062478004,1905100
2021-08-02,235.64060974121094,236.87327315152245,233.3950425983799,234.80926436245113,1958900
2021-08-03,244.61331176757812,247.8430880788822,232.67838641065947,233.8728339795027,5406200
2021-08-04,250.80540466308594,258.62186507246156,244.06871528887703,244.6229408890083,3892400
2021-08-05,252.44891357421875,253.71025734888693,249.71600206243775,251.57935214598484,2262400
2021-08-06,251.7322235107422,252.52532388799776,249.15220502424336,251.7991195752134,2155200
2021-08-09,255.28683471679688,260.9055194528213,252.745047376152,252.82147917198085,3238500
2021-08-10,257.47509765625,259.03263259725213,254.3504045406322,254.89507956315637,2060200
2021-08-11,252.36288452148438,258.89889802414933,250.98687860920575,257.60888883622346,2813300
2021-08-12,252.57382202148438,253.5995776605202,250.67569722494443,252.3149987901071,2100900
2021-08-13,253.28321838378906,254.70202144947208,252.14243015475955,252.26705850413805,1482300
2021-08-16,258.7762451171875,259.0830180779283,253.34072325557818,253.9255110404578,2623200
2021-08-17,261.43170166015625,264.46101910551164,256.13040344465503,259.94581570450714,2096100
2021-08-18,257.4149475097656,263.396902969484,256.9452215466251,260.7606332889583,2527400
2021-08-19,259.2171936035156,260.60723836491223,254.4527342924333,255.14295877480964,1901000
2021-08-20,259.70611572265625,261.58504880289354,257.9326193854501,258.2393923286867,1536800
2021-08-23,256.7440185546875,261.6235125375125,256.62898596656436,261.03872454056614,2438800
2021-08-24,251.90274047851562,256.3796184695428,250.95369278086147,255.190909898301,3736000
2021-08-25,252.95726013183594,253.58037256674572,250.4839727305632,251.91234220903803,2388500
2021-08-26,250.5127410888672,254.60613854123727,249.80332496366245,253.08189879777188,1732900
2021-08-27,249.00767517089844,252.24789522069796,247.88604928616746,251.66310741168135,1839700
2021-08-30,251.4617919921875,253.14901403369183,248.87344265628695,250.2347293953152,1300700
2021-08-31,247.60801696777344,252.73676511223212,247.19577806330437,251.9698328234906,2733400
2021-09-01,246.7548370361328,248.068173982123,243.9651955005269,247.84770469527942,2956800
2021-09-02,248.8350830078125,248.98846946780057,245.8632825134298,246.76440968118732,1469700
2021-09-03,248.79673767089844,250.19634894034448,246.1604681382314,250.04296247505937,1124500
2021-09-07,244.2623748779297,250.03341303630796,243.88850448556113,248.28867478676173,2403700
