Price,Close,High,Low,Open,Volume
Ticker,FE,FE,FE,FE,FE
Date,,,,,
2021-04-12,28.288259506225586,28.492124169140602,28.214868103147065,28.353497691507776,2355800
2021-04-13,28.67152214050293,28.73676031684877,28.165938716732505,28.296411958696726,2899800
2021-04-14,28.67152214050293,28.76122307761473,28.492120266279326,28.58997753079809,2004400
2021-04-15,28.965087890625,29.0140165231851,28.64705955580306,28.67152231671937,2365400
2021-04-16,29.103710174560547,29.26680248230092,28.916155109413577,29.111866500847434,2741200
2021-04-19,29.193410873413086,29.315730880953435,28.93246442733888,29.315730880953435,2003400
2021-04-20,29.584842681884766,29.68269997236101,29.17711330375194,29.17711330375194,4509700
2021-04-21,30.00072479248047,30.06595986758128,29.592995463234672,29.731621942028845,3736600
2021-04-22,29.641908645629883,29.984402757121526,29.560364058036292,29.959940002988773,3369800
2021-04-23,29.927326202392578,30.60415510883639,29.6337606581125,29.69084250164172,6012200
2021-04-26,29.919172286987305,30.10672737523109,29.747926742598725,29.968100918552935,4098900
2021-04-27,30.065954208374023,30.286128378011508,29.845780038736542,29.97625327510757,3890700
2021-04-28,30.51445960998535,30.547078700871214,30.02518568960833,30.17196848786698,3160100
2021-04-29,30.75910186767578,30.824336943357572,30.44107348574817,30.51446177936721,2391800
2021-04-30,30.922189712524414,30.938499258388582,30.58785179912847,30.824335548067207,3680300
2021-05-03,31.248369216918945,31.574553858556175,30.85694951339064,30.987422747900077,5370300
2021-05-04,30.81616973876953,31.297290257625562,30.644924243259723,31.24020842578896,6825500
2021-05-05,30.889572143554688,30.946653995780917,30.343213272739536,30.783561656251276,3918000
2021-05-06,30.831892013549805,31.054356614424297,30.34576950504231,31.02140134039995,3654400
2021-05-07,30.914283752441406,31.120269116082603,30.757736007585493,30.906042577766918,2047600
2021-05-10,31.021406173706055,31.334501755789073,30.988447751458956,31.021406173706055,2085200
2021-05-11,30.650630950927734,30.98020573520727,30.461124742772192,30.947250456940957,3172900
2021-05-12,30.024423599243164,30.683579236232088,29.958509921396484,30.634141620531814,2784400
2021-05-13,30.881330490112305,31.070836679096395,30.08210614010693,30.148022976147175,4194300
2021-05-14,30.988449096679688,31.169717283819512,30.82366012137878,30.82366012137878,2825100
2021-05-17,31.07084083557129,31.25210901584321,30.922531077728472,31.16147492570725,3759900
2021-05-18,31.037879943847656,31.186189689891325,30.856614921084876,30.939007827514512,1996900
2021-05-19,30.8154239654541,31.037885481119645,30.50232520760529,31.004930198521194,2232400
2021-05-20,31.05436134338379,31.342742822397014,30.7989414295896,30.7989414295896,2375800
2021-05-21,31.318021774291992,31.32626295119512,30.996685023007505,31.112036354946753,1920100
2021-05-24,31.24386215209961,31.47456792402519,31.22738608697197,31.43337147503092,2327500
2021-05-25,30.996685028076172,31.392176656113143,30.906050940655355,31.260346113434153,2521600
2021-05-26,30.96371841430664,31.144983379701458,30.897801595554405,31.02139405917139,2341200
2021-05-27,31.202669143676758,31.318020470815004,30.947249245895765,31.09555899309863,2870100
2021-05-28,31.23562240600586,31.301539235250686,31.03787506135879,31.219143198694653,2089300
2021-06-01,31.32625961303711,31.433372899747194,31.112033039616943,31.433372899747194,2955700
2021-06-02,31.425125122070312,31.655827712899914,31.186181356947046,31.408645916570045,2958900
2021-06-03,31.697036743164062,31.83710531702286,31.227390247267607,31.260345525000968,2360200
2021-06-04,31.58168601989746,31.83710592844833,31.499289966261646,31.721754596446253,2452500
2021-06-07,31.7794246673584,31.853579531030885,31.55696007634093,31.64759414783925,1977800
2021-06-08,31.53223991394043,31.795900928544313,31.408647438244202,31.771183690639955,2012100
2021-06-09,31.71350860595703,31.837097940771066,31.458085618401714,31.60639533464838,3174800
2021-06-10,31.828866958618164,31.837104992195453,31.60640233497571,31.779429327890515,2365600
2021-06-11,31.935972213745117,31.977171804578248,31.688790384183797,31.828862078223956,2088200
2021-06-14,31.960693359375,32.092523881158726,31.787666388862775,32.034848224321316,1525900
2021-06-15,32.03484344482422,32.32322168598614,31.92773017964104,32.001885033523685,2316100
2021-06-16,31.433372497558594,32.19963841751153,31.318018036299527,32.07604592342066,3624800
2021-06-17,31.079076766967773,31.589919656042458,31.037877174341283,31.433371890559727,2414000
2021-06-18,30.592954635620117,31.21914891261891,30.518799760691106,31.177952458344564,6189300
2021-06-21,31.13675308227539,31.194428741464932,30.60943097363521,30.724782292014286,2645700
2021-06-22,30.89780616760254,31.309776916503907,30.881326960476,31.070833127800142,1988100
2021-06-23,30.44463348388672,30.774208137739848,30.362237463108325,30.708294464203945,3420300
2021-06-24,30.63414192199707,30.68357953818385,30.436394600336993,30.502311421919366,1920200
2021-06-25,31.05436134338379,31.087319765514692,30.559997583772734,30.576476794838186,2584100
2021-06-28,31.359222412109375,31.515770204489215,31.03788250708523,31.144995808759944,3571100
2021-06-29,30.930763244628906,31.458085277531012,30.848367212558426,31.433368039453487,2195000
2021-06-30,30.658863067626953,30.996678963591357,30.452877688548963,30.881327654201677,3445500
2021-07-01,31.029632568359375,31.169704238823915,30.592944638197547,30.675337519821188,2692700
2021-07-02,30.881330490112305,31.177949966117918,30.790696412100843,31.062598646135232,1749600
2021-07-06,31.037879943847656,31.07907954015038,30.485840555975695,30.79893925796655,2598900
2021-07-07,31.194427490234375,31.219144730870553,30.798935924617684,30.996680135882244,2412900
2021-07-08,30.831892013549805,31.161469898494452,30.765978322413467,30.90604688050797,2175800
2021-07-09,30.922531127929688,31.02140639537752,30.609435543609365,31.02140639537752,2394700
2021-07-12,30.881330490112305,30.95548535911371,30.625907465087977,30.807175621110904,3024800
2021-07-13,30.502315521240234,30.97196193732754,30.43639869079905,30.84836945179405,3054000
2021-07-14,30.527040481567383,30.683591421914052,30.378730718653834,30.485844023666566,2623900
2021-07-15,30.831892013549805,30.856612397927627,30.43640043746882,30.444641613290642,2574000
2021-07-16,31.13675308227539,31.342738477405945,30.80717519283143,30.914288478363872,5491000
2021-07-19,30.782445907592773,31.144978929670177,30.41167171280539,30.922514412797746,4221800
2021-07-20,30.996685028076172,31.276825324155034,30.873095662301655,30.88957487302254,3652000
2021-07-21,30.930763244628906,31.153227816588338,30.86484641897252,31.062593752854433,2995000
2021-07-22,32.25731658935547,32.74344228457965,32.026610791953665,32.13372408563708,12047100
2021-07-23,31.697036743164062,32.43858235311678,31.482810150913185,31.721753987236085,7695100
