side,ticker,pattern,fwd_days,n,mean_ret,median,win_rate
buy,CARR,E,60,6,11.876664342633868,9.833912541666294,66.66666666666666
buy,CARR,E_R,60,1,13.469508782319522,13.469508782319522,100.0
buy,CARR,FVG1,60,5,19.24837966260329,19.3819465462036,80.0
buy,CARR,E_FVG1,60,0,,,
buy,CARR,E_FVG5,60,0,,,
buy,CARR,E_Fext,60,0,,,
buy,CARR,E_OB,60,3,12.260494611638661,6.1983163010130635,66.66666666666666
buy,CARR,E_R_FVG1,60,0,,,
buy,CARR,E_R_FVG5,60,0,,,
buy,CARR,E_Q_FVG1,60,0,,,
buy,CARR,E_FVG1_Fx,60,0,,,
buy,CARR,FVG1_R,60,0,,,
sell,CARR,baseline,60,36,5.5221727517225325,6.015883970610418,58.333333333333336
sell,CARR,E,60,7,9.766858329015907,10.455429307719328,71.42857142857143
sell,CARR,E_R,60,2,12.767012344349443,12.767012344349443,100.0
sell,CARR,FVG1,60,1,21.33779318934044,21.33779318934044,100.0
sell,CARR,E_FVG1,60,0,,,
sell,CARR,E_FVG5,60,0,,,
sell,CARR,E_Fext,60,0,,,
sell,CARR,E_OB,60,3,9.546101739110638,10.455429307719328,66.66666666666666
sell,CARR,E_R_FVG1,60,0,,,
sell,CARR,E_R_FVG5,60,0,,,
sell,CARR,E_Q_FVG1,60,0,,,
sell,CARR,E_FVG1_Fx,60,0,,,
sell,CARR,FVG1_R,60,1,21.33779318934044,21.33779318934044,100.0
buy,CASY,baseline,20,34,7.447735465735208,8.707886191815568,85.29411764705883
buy,CASY,E,20,4,8.166417123667998,8.922817702106531,100.0
buy,CASY,E_R,20,1,4.414430051743876,4.414430051743876,100.0
buy,CASY,FVG1,20,7,8.703377838499454,9.447594484776202,100.0
buy,CASY,E_FVG1,20,0,,,
buy,CASY,E_FVG5,20,0,,,
buy,CASY,E_Fext,20,1,13.431205352469188,13.431205352469188,100.0
buy,CASY,E_OB,20,2,9.337804395426103,9.337804395426103,100.0
buy,CASY,E_R_FVG1,20,0,,,
buy,CASY,E_R_FVG5,20,0,,,
buy,CASY,E_Q_FVG1,20,0,,,
buy,CASY,E_FVG1_Fx,20,0,,,
buy,CASY,FVG1_R,20,3,7.688891831371941,9.97596829825497,100.0
sell,CASY,baseline,20,35,4.191559521068069,4.056081429071289,91.42857142857143
sell,CASY,E,20,6,4.332145943100675,3.7344152211875725,83.33333333333334
sell,CASY,E_R,20,1,10.91743579860432,10.91743579860432,100.0
sell,CASY,FVG1,20,1,-2.165226444342624,-2.165226444342624,0.0
sell,CASY,E_FVG1,20,0,,,
sell,CASY,E_FVG5,20,0,,,
sell,CASY,E_Fext,20,1,0.3825596550924394,0.3825596550924394,100.0
sell,CASY,E_OB,20,3,6.128755413659822,4.056081429071289,100.0
sell,CASY,E_R_FVG1,20,0,,,
sell,CASY,E_R_FVG5,20,0,,,
sell,CASY,E_Q_FVG1,20,0,,,
sell,CASY,E_FVG1_Fx,20,0,,,
sell,CASY,FVG1_R,20,0,,,
buy,CASY,baseline,30,34,8.410580924185622,8.756877666167297,79.41176470588235
buy,CASY,E,30,4,8.261593800725578,11.315804545538565,75.0
buy,CASY,E_R,30,1,9.928921170811465,9.928921170811465,100.0
buy,CASY,FVG1,30,7,11.594994730689725,12.337633831461742,85.71428571428571
buy,CASY,E_FVG1,30,0,,,
buy,CASY,E_FVG5,30,0,,,
buy,CASY,E_Fext,30,1,14.377572383857135,14.377572383857135,100.0
buy,CASY,E_OB,30,2,11.315804545538565,11.315804545538565,100.0
buy,CASY,E_R_FVG1,30,0,,,
buy,CASY,E_R_FVG5,30,0,,,
buy,CASY,E_Q_FVG1,30,0,,,
buy,CASY,E_FVG1_Fx,30,0,,,
buy,CASY,FVG1_R,30,3,10.611049059571387,13.3836063364754,66.66666666666666
sell,CASY,baseline,30,35,2.615321245806096,2.8306767842217453,71.42857142857143
sell,CASY,E,30,6,1.4487796438754428,2.06812945401838,83.33333333333334
sell,CASY,E_R,30,1,6.032671979736713,6.032671979736713,100.0
sell,CASY,FVG1,30,1,1.9918678872334747,1.9918678872334747,100.0
sell,CASY,E_FVG1,30,0,,,
sell,CASY,E_FVG5,30,0,,,
sell,CASY,E_Fext,30,1,0.36660371352203563,0.36660371352203563,100.0
sell,CASY,E_OB,30,3,1.3966050805646208,6.032671979736713,66.66666666666666
sell,CASY,E_R_FVG1,30,0,,,
sell,CASY,E_R_FVG5,30,0,,,
sell,CASY,E_Q_FVG1,30,0,,,
sell,CASY,E_FVG1_Fx,30,0,,,
sell,CASY,FVG1_R,30,0,,,
buy,CASY,baseline,60,34,12.334764721008607,11.643404676276115,94.11764705882352
buy,CASY,E,60,4,12.373819376416087,12.52012906843935,100.0
buy,CASY,E_R,60,1,18.897351348901527,18.897351348901527,100.0
buy,CASY,FVG1,60,7,12.822954430611606,17.805723756047666,85.71428571428571
buy,CASY,E_FVG1,60,0,,,
buy,CASY,E_FVG5,60,0,,,
buy,CASY,E_Fext,60,1,9.476884897758882,9.476884897758882,100.0
buy,CASY,E_OB,60,2,17.23036229401067,17.23036229401067,100.0
buy,CASY,E_R_FVG1,60,0,,,
buy,CASY,E_R_FVG5,60,0,,,
buy,CASY,E_Q_FVG1,60,0,,,
buy,CASY,E_FVG1_Fx,60,0,,,
buy,CASY,FVG1_R,60,3,14.357289169569347,17.805723756047666,100.0
sell,CASY,baseline,60,35,-3.0534735358498257,-3.842298739608264,37.142857142857146
sell,CASY,E,60,6,-2.6454302831096816,-2.7249154944112353,33.33333333333333
sell,CASY,E_R,60,1,-1.6075322492142066,-1.6075322492142066,0.0
sell,CASY,FVG1,60,1,1.1602256642010267,1.1602256642010267,100.0
sell,CASY,E_FVG1,60,0,,,
sell,CASY,E_FVG5,60,0,,,
sell,CASY,E_Fext,60,1,-3.842298739608264,-3.842298739608264,0.0
sell,CASY,E_OB,60,3,-2.445949187303935,-1.6075322492142066,33.33333333333333
sell,CASY,E_R_FVG1,60,0,,,
sell,CASY,E_R_FVG5,60,0,,,
sell,CASY,E_Q_FVG1,60,0,,,
sell,CASY,E_FVG1_Fx,60,0,,,
sell,CASY,FVG1_R,60,0,,,
buy,CAT,baseline,20,29,9.067543135416177,7.950542722317729,89.65517241379311
buy,CAT,E,20,5,12.947979165375182,18.70716612355146,100.0
buy,CAT,E_R,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,FVG1,20,4,13.588314829605029,16.217886141514963,100.0
buy,CAT,E_FVG1,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,E_FVG5,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,E_Fext,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,E_OB,20,1,0.5242693738707668,0.5242693738707668,100.0
buy,CAT,E_R_FVG1,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,E_R_FVG5,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,E_Q_FVG1,20,0,,,
buy,CAT,E_FVG1_Fx,20,1,20.748395551318616,20.748395551318616,100.0
buy,CAT,FVG1_R,20,3,12.290175989884425,14.953040934263088,100.0
sell,CAT,baseline,20,31,4.982055480860489,5.075971850649311,70.96774193548387
sell,CAT,E,20,8,9.576190789502178,10.744294817211468,75.0
sell,CAT,E_R,20,5,13.938253456393904,11.120799032407515,100.0
sell,CAT,FVG1,20,0,,,
sell,CAT,E_FVG1,20,0,,,
sell,CAT,E_FVG5,20,0,,,
sell,CAT,E_Fext,20,1,22.062672659485813,22.062672659485813,100.0
sell,CAT,E_OB,20,5,5.681369733694167,10.36779060201542,60.0
sell,CAT,E_R_FVG1,20,0,,,
sell,CAT,E_R_FVG5,20,0,,,
sell,CAT,E_Q_FVG1,20,0,,,
sell,CAT,E_FVG1_Fx,20,0,,,
sell,CAT,FVG1_R,20,0,,,
buy,CAT,baseline,30,29,10.948845509590251,14.091878173271194,75.86206896551724
buy,CAT,E,30,5,17.759228779286985,18.525408282539964,80.0
buy,CAT,E_R,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,FVG1,30,4,18.925163080243045,21.738840807841974,75.0
buy,CAT,E_FVG1,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,E_FVG5,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,E_Fext,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,E_OB,30,1,5.716170408610174,5.716170408610174,100.0
buy,CAT,E_R_FVG1,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,E_R_FVG5,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,E_Q_FVG1,30,0,,,
buy,CAT,E_FVG1_Fx,30,1,42.42037413392892,42.42037413392892,100.0
buy,CAT,FVG1_R,30,3,16.689202576422556,17.844637023979434,66.66666666666666
sell,CAT,baseline,30,31,3.7366551389875933,4.410163776043432,67.74193548387096
sell,CAT,E,30,8,8.447274025511623,11.25144312343238,75.0
sell,CAT,E_R,30,5,13.969407883290819,15.060098388514092,100.0
sell,CAT,FVG1,30,0,,,
sell,CAT,E_FVG1,30,0,,,
sell,CAT,E_FVG5,30,0,,,
sell,CAT,E_Fext,30,1,21.7301708941908,21.7301708941908,100.0
sell,CAT,E_OB,30,5,3.09500445232026,5.96602978174415,60.0
sell,CAT,E_R_FVG1,30,0,,,
sell,CAT,E_R_FVG5,30,0,,,
sell,CAT,E_Q_FVG1,30,0,,,
sell,CAT,E_FVG1_Fx,30,0,,,
sell,CAT,FVG1_R,30,0,,,
buy,CAT,baseline,60,29,15.763461883541725,15.032427461725838,79.3103448275862
buy,CAT,E,60,5,19.528667290331374,21.344172820711833,80.0
buy,CAT,E_R,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,FVG1,60,4,26.700343452877796,25.894028533053522,100.0
buy,CAT,E_FVG1,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,E_FVG5,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,E_Fext,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,E_OB,60,1,21.344172820711833,21.344172820711833,100.0
buy,CAT,E_R_FVG1,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,E_R_FVG5,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,E_Q_FVG1,60,0,,,
buy,CAT,E_FVG1_Fx,60,1,49.807571904400675,49.807571904400675,100.0
buy,CAT,FVG1_R,60,3,21.065021161671385,8.181746739610022,100.0
sell,CAT,baseline,60,31,0.5988136993958925,2.8600189638542397,51.61290322580645
sell,CAT,E,60,8,8.030208413232458,17.12300183615953,62.5
sell,CAT,E_R,60,5,21.815905005773324,20.76176527228717,100.0
sell,CAT,FVG1,60,0,,,
sell,CAT,E_FVG1,60,0,,,
sell,CAT,E_FVG5,60,0,,,
sell,CAT,E_Fext,60,1,20.76176527228717,20.76176527228717,100.0
sell,CAT,E_OB,60,5,-0.3304475370079899,-13.368647656166575,40.0
sell,CAT,E_R_FVG1,60,0,,,
sell,CAT,E_R_FVG5,60,0,,,
sell,CAT,E_Q_FVG1,60,0,,,
sell,CAT,E_FVG1_Fx,60,0,,,
sell,CAT,FVG1_R,60,0,,,
buy,CB,baseline,20,37,4.972190657957667,4.635697058110352,81.08108108108108
buy,CB,E,20,3,7.185047601417224,8.05732553664923,100.0
buy,CB,E_R,20,2,5.673178380536476,5.673178380536476,100.0
buy,CB,FVG1,20,6,6.214526186354422,5.801357064301351,83.33333333333334
buy,CB,E_FVG1,20,0,,,
buy,CB,E_FVG5,20,0,,,
buy,CB,E_Fext,20,0,,,
buy,CB,E_OB,20,2,9.133055789913975,9.133055789913975,100.0
buy,CB,E_R_FVG1,20,0,,,
buy,CB,E_R_FVG5,20,0,,,
buy,CB,E_Q_FVG1,20,0,,,
buy,CB,E_FVG1_Fx,20,0,,,
buy,CB,FVG1_R,20,1,8.160868108903811,8.160868108903811,100.0
sell,CB,baseline,20,38,2.5627817188774493,2.439949512603375,65.78947368421053
sell,CB,E,20,5,4.23165395566251,5.008933155062838,80.0
sell,CB,E_R,20,1,5.008933155062838,5.008933155062838,100.0
sell,CB,FVG1,20,0,,,
sell,CB,E_FVG1,20,0,,,
sell,CB,E_FVG5,20,0,,,
sell,CB,E_Fext,20,0,,,
sell,CB,E_OB,20,2,6.874680104371526,6.874680104371526,100.0
sell,CB,E_R_FVG1,20,0,,,
sell,CB,E_R_FVG5,20,0,,,
sell,CB,E_Q_FVG1,20,0,,,
sell,CB,E_FVG1_Fx,20,0,,,
sell,CB,FVG1_R,20,0,,,
buy,CB,baseline,30,37,5.343834993264115,4.7335361936762705,89.1891891891892
buy,CB,E,30,3,10.459371873957105,9.858596584722187,100.0
buy,CB,E_R,30,2,10.786005478105492,10.786005478105492,100.0
buy,CB,FVG1,30,6,7.163909873355338,6.503072746691027,83.33333333333334
buy,CB,E_FVG1,30,0,,,
buy,CB,E_FVG5,30,0,,,
buy,CB,E_Fext,30,0,,,
buy,CB,E_OB,30,2,9.83235062519126,9.83235062519126,100.0
buy,CB,E_R_FVG1,30,0,,,
buy,CB,E_R_FVG5,30,0,,,
buy,CB,E_Q_FVG1,30,0,,,
buy,CB,E_FVG1_Fx,30,0,,,
buy,CB,FVG1_R,30,1,6.945872178121797,6.945872178121797,100.0
sell,CB,baseline,30,38,2.3690653179536802,1.2204378124661859,57.89473684210527
sell,CB,E,30,5,4.549201005831499,3.159645655127462,80.0
sell,CB,E_R,30,1,2.6879678788193857,2.6879678788193857,100.0
sell,CB,FVG1,30,0,,,
sell,CB,E_FVG1,30,0,,,
sell,CB,E_FVG5,30,0,,,
sell,CB,E_Fext,30,0,,,
sell,CB,E_OB,30,2,8.420708536339083,8.420708536339083,100.0
sell,CB,E_R_FVG1,30,0,,,
sell,CB,E_R_FVG5,30,0,,,
sell,CB,E_Q_FVG1,30,0,,,
sell,CB,E_FVG1_Fx,30,0,,,
sell,CB,FVG1_R,30,0,,,
buy,CB,baseline,60,37,7.058194463343415,8.192674158658606,78.37837837837837
buy,CB,E,60,3,13.896970858246911,14.067699930939707,100.0
buy,CB,E_R,60,2,14.710114488655366,14.710114488655366,100.0
buy,CB,FVG1,60,6,8.297258600333317,5.710580486814898,100.0
buy,CB,E_FVG1,60,0,,,
buy,CB,E_FVG5,60,0,,,
buy,CB,E_Fext,60,0,,,
buy,CB,E_OB,60,2,13.811606321900516,13.811606321900516,100.0
buy,CB,E_R_FVG1,60,0,,,
buy,CB,E_R_FVG5,60,0,,,
buy,CB,E_Q_FVG1,60,0,,,
buy,CB,E_FVG1_Fx,60,0,,,
buy,CB,FVG1_R,60,1,4.378373206684804,4.378373206684804,100.0
sell,CB,baseline,60,38,0.19486980491262704,-1.2172963522416733,47.368421052631575
sell,CB,E,60,5,3.891296319109782,3.9555328863394004,80.0
sell,CB,E_R,60,1,3.9329946356393695,3.9329946356393695,100.0
sell,CB,FVG1,60,0,,,
sell,CB,E_FVG1,60,0,,,
sell,CB,E_FVG5,60,0,,,
sell,CB,E_Fext,60,0,,,
sell,CB,E_OB,60,2,8.38070021897874,8.38070021897874,100.0
sell,CB,E_R_FVG1,60,0,,,
sell,CB,E_R_FVG5,60,0,,,
sell,CB,E_Q_FVG1,60,0,,,
sell,CB,E_FVG1_Fx,60,0,,,
sell,CB,FVG1_R,60,0,,,
buy,CBOE,baseline,20,36,5.005724066693391,4.64024097446713,83.33333333333334
buy,CBOE,E,20,1,10.933470423903723,10.933470423903723,100.0
buy,CBOE,E_R,20,0,,,
buy,CBOE,FVG1,20,6,2.952232965032915,2.9486599141686645,66.66666666666666
buy,CBOE,E_FVG1,20,0,,,
buy,CBOE,E_FVG5,20,0,,,
buy,CBOE,E_Fext,20,0,,,
buy,CBOE,E_OB,20,1,10.933470423903723,10.933470423903723,100.0
buy,CBOE,E_R_FVG1,20,0,,,
buy,CBOE,E_R_FVG5,20,0,,,
buy,CBOE,E_Q_FVG1,20,0,,,
buy,CBOE,E_FVG1_Fx,20,0,,,
buy,CBOE,FVG1_R,20,1,-0.44856442922344264,-0.44856442922344264,0.0
sell,CBOE,baseline,20,34,3.084889844371073,2.5187870218556534,82.35294117647058
sell,CBOE,E,20,4,2.7601764464802017,2.988540797119697,100.0
sell,CBOE,E_R,20,3,3.5379515436081825,4.0832471733620865,100.0
sell,CBOE,FVG1,20,1,1.992435854102829,1.992435854102829,100.0
sell,CBOE,E_FVG1,20,0,,,
sell,CBOE,E_FVG5,20,0,,,
sell,CBOE,E_Fext,20,1,1.8938344208773075,1.8938344208773075,100.0
sell,CBOE,E_OB,20,1,4.0832471733620865,4.0832471733620865,100.0
sell,CBOE,E_R_FVG1,20,0,,,
sell,CBOE,E_R_FVG5,20,0,,,
sell,CBOE,E_Q_FVG1,20,0,,,
sell,CBOE,E_FVG1_Fx,20,0,,,
sell,CBOE,FVG1_R,20,0,,,
buy,CBOE,baseline,30,36,6.298908119128057,7.457679170584981,80.55555555555556
buy,CBOE,E,30,1,7.9164545170367795,7.9164545170367795,100.0
buy,CBOE,E_R,30,0,,,
buy,CBOE,FVG1,30,6,5.296781345747088,6.921759159666767,66.66666666666666
buy,CBOE,E_FVG1,30,0,,,
buy,CBOE,E_FVG5,30,0,,,
buy,CBOE,E_Fext,30,0,,,
buy,CBOE,E_OB,30,1,7.9164545170367795,7.9164545170367795,100.0
buy,CBOE,E_R_FVG1,30,0,,,
buy,CBOE,E_R_FVG5,30,0,,,
buy,CBOE,E_Q_FVG1,30,0,,,
buy,CBOE,E_FVG1_Fx,30,0,,,
buy,CBOE,FVG1_R,30,1,3.975726536080651,3.975726536080651,100.0
sell,CBOE,baseline,30,34,2.6716708110792884,3.4830750638009267,73.52941176470588
sell,CBOE,E,30,4,2.6009639853260356,2.9606492488196867,100.0
sell,CBOE,E_R,30,3,2.2874717541387555,2.6116893181586818,100.0
sell,CBOE,FVG1,30,1,-0.8178268057571603,-0.8178268057571603,0.0
sell,CBOE,E_FVG1,30,0,,,
sell,CBOE,E_FVG5,30,0,,,
sell,CBOE,E_Fext,30,1,0.9411167647768925,0.9411167647768925,100.0
sell,CBOE,E_OB,30,1,2.6116893181586818,2.6116893181586818,100.0
sell,CBOE,E_R_FVG1,30,0,,,
sell,CBOE,E_R_FVG5,30,0,,,
sell,CBOE,E_Q_FVG1,30,0,,,
sell,CBOE,E_FVG1_Fx,30,0,,,
sell,CBOE,FVG1_R,30,0,,,
buy,CBOE,baseline,60,36,9.039018202085366,8.508559626253266,86.11111111111111
buy,CBOE,E,60,1,15.196838151499323,15.196838151499323,100.0
buy,CBOE,E_R,60,0,,,
buy,CBOE,FVG1,60,6,9.622535982785768,7.5622437338662545,100.0
buy,CBOE,E_FVG1,60,0,,,
buy,CBOE,E_FVG5,60,0,,,
buy,CBOE,E_Fext,60,0,,,
buy,CBOE,E_OB,60,1,15.196838151499323,15.196838151499323,100.0
buy,CBOE,E_R_FVG1,60,0,,,
buy,CBOE,E_R_FVG5,60,0,,,
buy,CBOE,E_Q_FVG1,60,0,,,
buy,CBOE,E_FVG1_Fx,60,0,,,
buy,CBOE,FVG1_R,60,1,2.0751028874611723,2.0751028874611723,100.0
sell,CBOE,baseline,60,34,0.3879513438715905,0.4803892260600538,50.0
sell,CBOE,E,60,4,0.5125691232330272,2.000637378993424,50.0
sell,CBOE,E_R,60,3,-1.133538904316083,-0.2159755329858194,33.33333333333333
sell,CBOE,FVG1,60,1,-7.7634065747648435,-7.7634065747648435,0.0
sell,CBOE,E_FVG1,60,0,,,
sell,CBOE,E_FVG5,60,0,,,
sell,CBOE,E_Fext,60,1,4.217250290972667,4.217250290972667,100.0
sell,CBOE,E_OB,60,1,-0.2159755329858194,-0.2159755329858194,0.0
sell,CBOE,E_R_FVG1,60,0,,,
sell,CBOE,E_R_FVG5,60,0,,,
sell,CBOE,E_Q_FVG1,60,0,,,
sell,CBOE,E_FVG1_Fx,60,0,,,
sell,CBOE,FVG1_R,60,0,,,
buy,CBRE,baseline,20,30,7.687842303655577,7.342440724514534,83.33333333333334
buy,CBRE,E,20,2,7.346664149327522,7.346664149327522,50.0
buy,CBRE,E_R,20,2,7.346664149327522,7.346664149327522,50.0
buy,CBRE,FVG1,20,3,5.888128747634963,7.153800593968848,66.66666666666666
buy,CBRE,E_FVG1,20,0,,,
buy,CBRE,E_FVG5,20,0,,,
buy,CBRE,E_Fext,20,0,,,
buy,CBRE,E_OB,20,2,7.346664149327522,7.346664149327522,50.0
buy,CBRE,E_R_FVG1,20,0,,,
buy,CBRE,E_R_FVG5,20,0,,,
buy,CBRE,E_Q_FVG1,20,0,,,
buy,CBRE,E_FVG1_Fx,20,0,,,
buy,CBRE,FVG1_R,20,1,7.153800593968848,7.153800593968848,100.0
sell,CBRE,baseline,20,35,4.19882106739028,3.490137812861209,68.57142857142857
sell,CBRE,E,20,3,8.169657583267467,7.685746255625982,100.0
sell,CBRE,E_R,20,3,8.169657583267467,7.685746255625982,100.0
sell,CBRE,FVG1,20,1,-5.624455179488557,-5.624455179488557,0.0
sell,CBRE,E_FVG1,20,0,,,
sell,CBRE,E_FVG5,20,0,,,
sell,CBRE,E_Fext,20,1,6.341928125768723,6.341928125768723,100.0
sell,CBRE,E_OB,20,1,10.481298368407693,10.481298368407693,100.0
sell,CBRE,E_R_FVG1,20,0,,,
sell,CBRE,E_R_FVG5,20,0,,,
sell,CBRE,E_Q_FVG1,20,0,,,
sell,CBRE,E_FVG1_Fx,20,0,,,
sell,CBRE,FVG1_R,20,0,,,
buy,CBRE,baseline,30,30,9.348734868860333,9.71391002519367,86.66666666666667
buy,CBRE,E,30,2,9.090518256870759,9.090518256870759,100.0
buy,CBRE,E_R,30,2,9.090518256870759,9.090518256870759,100.0
buy,CBRE,FVG1,30,3,7.084470961654486,3.276368685079898,66.66666666666666
buy,CBRE,E_FVG1,30,0,,,
buy,CBRE,E_FVG5,30,0,,,
buy,CBRE,E_Fext,30,0,,,
buy,CBRE,E_OB,30,2,9.090518256870759,9.090518256870759,100.0
buy,CBRE,E_R_FVG1,30,0,,,
buy,CBRE,E_R_FVG5,30,0,,,
buy,CBRE,E_Q_FVG1,30,0,,,
buy,CBRE,E_FVG1_Fx,30,0,,,
buy,CBRE,FVG1_R,30,1,3.276368685079898,3.276368685079898,100.0
sell,CBRE,baseline,30,35,3.6379535473563855,3.414265611253347,62.857142857142854
sell,CBRE,E,30,3,9.926604737281805,5.90492531821333,100.0
sell,CBRE,E_R,30,3,9.926604737281805,5.90492531821333,100.0
sell,CBRE,FVG1,30,1,-8.448680189192396,-8.448680189192396,0.0
sell,CBRE,E_FVG1,30,0,,,
sell,CBRE,E_FVG5,30,0,,,
sell,CBRE,E_Fext,30,1,5.90492531821333,5.90492531821333,100.0
sell,CBRE,E_OB,30,1,21.84078633579621,21.84078633579621,100.0
sell,CBRE,E_R_FVG1,30,0,,,
sell,CBRE,E_R_FVG5,30,0,,,
sell,CBRE,E_Q_FVG1,30,0,,,
sell,CBRE,E_FVG1_Fx,30,0,,,
sell,CBRE,FVG1_R,30,0,,,
buy,CBRE,baseline,60,30,7.655118450586886,6.3572436693518295,66.66666666666666
buy,CBRE,E,60,2,-4.918587835854242,-4.918587835854242,0.0
buy,CBRE,E_R,60,2,-4.918587835854242,-4.918587835854242,0.0
buy,CBRE,FVG1,60,3,6.550629678094779,7.260860627789091,66.66666666666666
buy,CBRE,E_FVG1,60,0,,,
buy,CBRE,E_FVG5,60,0,,,
buy,CBRE,E_Fext,60,0,,,
buy,CBRE,E_OB,60,2,-4.918587835854242,-4.918587835854242,0.0
buy,CBRE,E_R_FVG1,60,0,,,
buy,CBRE,E_R_FVG5,60,0,,,
buy,CBRE,E_Q_FVG1,60,0,,,
buy,CBRE,E_FVG1_Fx,60,0,,,
buy,CBRE,FVG1_R,60,1,-2.781379673296462,-2.781379673296462,0.0
sell,CBRE,baseline,60,35,1.5436733932797058,3.0379707483760288,57.14285714285714
sell,CBRE,E,60,3,4.232881042583722,-2.2170132571098646,33.33333333333333
sell,CBRE,E_R,60,3,4.232881042583722,-2.2170132571098646,33.33333333333333
sell,CBRE,FVG1,60,1,-4.512366681684563,-4.512366681684563,0.0
sell,CBRE,E_FVG1,60,0,,,
sell,CBRE,E_FVG5,60,0,,,
sell,CBRE,E_Fext,60,1,-2.2170132571098646,-2.2170132571098646,0.0
sell,CBRE,E_OB,60,1,18.624545819134447,18.624545819134447,100.0
sell,CBRE,E_R_FVG1,60,0,,,
sell,CBRE,E_R_FVG5,60,0,,,
sell,CBRE,E_Q_FVG1,60,0,,,
sell,CBRE,E_FVG1_Fx,60,0,,,
sell,CBRE,FVG1_R,60,0,,,
buy,CCI,baseline,20,34,5.730786991296235,4.957714232888943,82.35294117647058
buy,CCI,E,20,5,6.674455111328901,8.920800024516954,80.0
buy,CCI,E_R,20,2,4.107823667879401,4.107823667879401,50.0
buy,CCI,FVG1,20,3,9.664604712546883,9.056009133017035,100.0
buy,CCI,E_FVG1,20,2,7.694128575929881,7.694128575929881,100.0
buy,CCI,E_FVG5,20,1,6.332248018842726,6.332248018842726,100.0
buy,CCI,E_Fext,20,0,,,
buy,CCI,E_OB,20,2,9.412190101021489,9.412190101021489,100.0
buy,CCI,E_R_FVG1,20,0,,,
buy,CCI,E_R_FVG5,20,0,,,
buy,CCI,E_Q_FVG1,20,0,,,
buy,CCI,E_FVG1_Fx,20,0,,,
buy,CCI,FVG1_R,20,1,13.605556985780886,13.605556985780886,100.0
sell,CCI,baseline,20,31,6.284942173503248,6.83576227585981,80.64516129032258
sell,CCI,E,20,4,4.25653455007061,4.965391638074463,75.0
sell,CCI,E_R,20,2,3.5476774620667557,3.5476774620667557,50.0
sell,CCI,FVG1,20,3,4.773764979189406,6.83576227585981,100.0
sell,CCI,E_FVG1,20,0,,,
sell,CCI,E_FVG5,20,0,,,
sell,CCI,E_Fext,20,1,12.565866973214114,12.565866973214114,100.0
sell,CCI,E_OB,20,1,0.17746705662357246,0.17746705662357246,100.0
sell,CCI,E_R_FVG1,20,0,,,
sell,CCI,E_R_FVG5,20,0,,,
sell,CCI,E_Q_FVG1,20,0,,,
sell,CCI,E_FVG1_Fx,20,0,,,
sell,CCI,FVG1_R,20,2,3.572072161502778,3.572072161502778,100.0
buy,CCI,baseline,30,34,7.0298143364124845,6.4598208284950385,82.35294117647058
buy,CCI,E,30,5,9.672840036450369,8.24741238310464,100.0
buy,CCI,E_R,30,2,7.093706504530877,7.093706504530877,100.0
buy,CCI,FVG1,30,3,10.054176944265587,10.672353338302862,100.0
buy,CCI,E_FVG1,30,2,9.02980648501212,9.02980648501212,100.0
buy,CCI,E_FVG5,30,1,10.672353338302862,10.672353338302862,100.0
buy,CCI,E_Fext,30,0,,,
buy,CCI,E_OB,30,2,11.752216917443613,11.752216917443613,100.0
buy,CCI,E_R_FVG1,30,0,,,
buy,CCI,E_R_FVG5,30,0,,,
buy,CCI,E_Q_FVG1,30,0,,,
buy,CCI,E_FVG1_Fx,30,0,,,
buy,CCI,FVG1_R,30,1,12.10291786277252,12.10291786277252,100.0
sell,CCI,baseline,30,31,7.583544355648453,7.325347955571088,80.64516129032258
sell,CCI,E,30,4,9.469655363041769,10.009340275655575,75.0
sell,CCI,E_R,30,2,8.929970450427962,8.929970450427962,50.0
sell,CCI,FVG1,30,3,8.613864706082689,9.277987907412356,100.0
sell,CCI,E_FVG1,30,0,,,
sell,CCI,E_FVG5,30,0,,,
sell,CCI,E_Fext,30,1,19.718301567257633,19.718301567257633,100.0
sell,CCI,E_OB,30,1,4.427423234603122,4.427423234603122,100.0
sell,CCI,E_R_FVG1,30,0,,,
sell,CCI,E_R_FVG5,30,0,,,
sell,CCI,E_Q_FVG1,30,0,,,
sell,CCI,E_FVG1_Fx,30,0,,,
sell,CCI,FVG1_R,30,2,8.281803105417856,8.281803105417856,100.0
