ticker,pattern,fwd_days,n,mean_ret,median,win_rate
A,G,1,52,0.012318270133824203,0.11635245347513024,55.769230769230774
A,H,1,25,-0.1057359677637548,0.11154256179914561,56.00000000000001
A,E,1,5,2.258010447931286,1.38164317895031,100.0
A,I,1,3,2.9889071550110606,3.431467909881014,100.0
A,J,1,2,-2.737606254241128,-2.737606254241128,0.0
A,G,5,52,-0.10136792393269999,0.07673725010192803,50.0
A,H,5,25,-0.18042121897746655,-1.6495989911607667,44.0
A,E,5,5,7.60745409622398,7.948904107302165,100.0
A,I,5,3,6.762958216646733,7.312784635688276,100.0
A,J,5,2,-0.9080099267043622,-0.9080099267043622,50.0
A,G,10,52,-0.50021947982031,0.10086638656985639,51.92307692307693
A,H,10,25,-0.2716351397145418,0.0,48.0
A,E,10,5,6.484699179698427,4.16999515566473,100.0
A,I,10,3,8.71216581523647,6.628088269420646,100.0
A,J,10,2,-0.9860106805036764,-0.9860106805036764,50.0
A,G,20,52,-0.5421156281667353,-2.7566059513333974,42.30769230769231
A,H,20,25,-1.887934786149333,-3.646158423628152,28.000000000000004
A,E,20,5,7.3545807070802836,8.642966324315129,60.0
A,I,20,3,9.744140013337887,14.364612505646267,66.66666666666666
A,J,20,2,-6.861578911511617,-6.861578911511617,0.0
AAPL,G,1,57,0.18215660724881916,-0.060134586733527846,49.122807017543856
AAPL,H,1,32,-0.13771533311572698,0.1562722939648204,53.125
AAPL,E,1,5,2.087683679369678,0.6318550430994125,100.0
AAPL,I,1,2,3.8048148064553016,3.8048148064553016,100.0
AAPL,J,1,2,0.8754885767168445,0.8754885767168445,100.0
AAPL,G,5,57,0.1324258012594308,0.2152903193949346,52.63157894736842
AAPL,H,5,32,0.17353325286756005,-0.15243281631147515,46.875
AAPL,E,5,5,7.4389476360391,8.335515316821269,100.0
AAPL,I,5,2,8.463700998582226,8.463700998582226,100.0
AAPL,J,5,2,8.366185713680284,8.366185713680284,100.0
AAPL,G,10,57,0.5873657284829893,1.057363572506798,56.14035087719298
AAPL,H,10,32,0.24066086403033626,-1.422998595294589,43.75
AAPL,E,10,5,8.74491095010872,8.23972638090801,100.0
AAPL,I,10,2,5.675284881246647,5.675284881246647,100.0
AAPL,J,10,2,10.569681894214776,10.569681894214776,100.0
AAPL,G,20,57,1.6577277688269265,2.744503309917445,64.91228070175438
AAPL,H,20,32,0.8904689902218369,0.3425455089362438,50.0
AAPL,E,20,5,7.2484313681534704,3.667910428393142,100.0
AAPL,I,20,2,3.0169117379185253,3.0169117379185253,100.0
AAPL,J,20,2,11.997407897509094,11.997407897509094,100.0
ABBV,G,1,58,0.09496204732262503,0.10271313887257638,56.896551724137936
ABBV,H,1,27,0.5038998830597831,0.6977963019355289,62.96296296296296
ABBV,E,1,3,1.8328685445467887,1.6883545714462458,100.0
ABBV,I,1,0,,,
ABBV,J,1,1,0.45601459228712343,0.45601459228712343,100.0
ABBV,G,5,58,0.5101461160284404,0.845569096397562,63.793103448275865
ABBV,H,5,27,0.9456947384649508,1.6797806431743396,59.25925925925925
ABBV,E,5,3,4.826614261296602,4.46027562610464,100.0
ABBV,I,5,0,,,
ABBV,J,5,1,1.9628757163828183,1.9628757163828183,100.0
ABBV,G,10,58,1.0181560243347676,1.1764176632742065,58.620689655172406
ABBV,H,10,27,0.6218790707552679,1.5077645672451845,55.55555555555556
ABBV,E,10,3,6.110990016217694,5.874069923053844,100.0
ABBV,I,10,0,,,
ABBV,J,10,1,2.6237613802744497,2.6237613802744497,100.0
ABBV,G,20,58,2.316308057184612,2.8549254366493564,65.51724137931035
ABBV,H,20,27,2.080429517576614,2.2901244147206756,62.96296296296296
ABBV,E,20,3,1.7988780459702627,1.894751597932622,66.66666666666666
ABBV,I,20,0,,,
ABBV,J,20,1,3.1789071362411736,3.1789071362411736,100.0
ABNB,G,1,60,0.1189847294372775,0.01435509162119427,50.0
ABNB,H,1,31,0.029024963148893173,0.4975170576889603,61.29032258064516
ABNB,E,1,0,,,
ABNB,I,1,0,,,
ABNB,J,1,0,,,
ABNB,G,5,60,0.31055514644524573,0.6801860868541756,63.33333333333333
ABNB,H,5,31,0.05253121310693264,0.5475845588598213,58.06451612903226
ABNB,E,5,0,,,
ABNB,I,5,0,,,
ABNB,J,5,0,,,
ABNB,G,10,60,0.6626335621569089,1.054334187502365,56.666666666666664
ABNB,H,10,31,0.16630694297590415,-1.6368907866946676,48.38709677419355
ABNB,E,10,0,,,
ABNB,I,10,0,,,
ABNB,J,10,0,,,
ABNB,G,20,60,0.04157061101011973,-0.9498755574573382,43.333333333333336
ABNB,H,20,31,1.6189732960840164,0.9644625276684816,51.61290322580645
ABNB,E,20,0,,,
ABNB,I,20,0,,,
ABNB,J,20,0,,,
ABT,G,1,54,0.04464381615258239,0.06242790523369213,53.70370370370371
ABT,H,1,21,0.2566901482991135,0.0982822135980613,52.38095238095239
ABT,E,1,7,2.2722804171793647,2.5292549762335566,100.0
ABT,I,1,2,1.5879557224408931,1.5879557224408931,100.0
ABT,J,1,1,1.2490576590677975,1.2490576590677975,100.0
ABT,G,5,54,0.25299882894965336,0.2972741049345001,53.70370370370371
ABT,H,5,21,0.6477893468885247,1.0017468600230484,66.66666666666666
ABT,E,5,7,6.15613124400033,5.864919588209001,100.0
ABT,I,5,2,8.38700601184938,8.38700601184938,100.0
ABT,J,5,1,1.7288634269426364,1.7288634269426364,100.0
ABT,G,10,54,-0.4800441417651297,-0.22815317817687297,48.148148148148145
ABT,H,10,21,0.780603739995107,0.49775430130866205,57.14285714285714
ABT,E,10,7,7.130493592438427,7.822875022037336,100.0
ABT,I,10,2,11.881732937184227,11.881732937184227,100.0
ABT,J,10,1,1.5993839856781857,1.5993839856781857,100.0
ABT,G,20,54,-0.32062256322034394,-0.504420829994725,46.2962962962963
ABT,H,20,21,0.8211200027151927,-0.16202539853947476,47.61904761904761
ABT,E,20,7,7.554495342744912,7.9216735197588095,85.71428571428571
ABT,I,20,2,13.272264374455784,13.272264374455784,100.0
ABT,J,20,1,5.163739581218209,5.163739581218209,100.0
ACGL,G,1,67,-0.23135518571676678,-0.10926589575175685,40.298507462686565
ACGL,H,1,29,0.27731152254660785,0.1292324893087483,58.620689655172406
ACGL,E,1,7,1.2340705328121415,1.1784098255908833,85.71428571428571
ACGL,I,1,4,0.48413719594062027,0.37906947908579897,75.0
ACGL,J,1,2,2.212010542897997,2.212010542897997,100.0
ACGL,G,5,67,0.04360491484051749,0.08613567276232295,50.74626865671642
ACGL,H,5,29,1.9155474781047506,1.3716561829995235,75.86206896551724
ACGL,E,5,7,6.427622338611404,5.922151575604957,100.0
ACGL,I,5,4,6.035081064506963,6.27432867325703,100.0
ACGL,J,5,2,5.553381645859089,5.553381645859089,100.0
ACGL,G,10,67,0.8686843280166094,0.8729331165379886,59.70149253731343
ACGL,H,10,29,2.878996659136401,3.833836357078377,65.51724137931035
ACGL,E,10,7,8.843461612444656,7.593086995288532,100.0
ACGL,I,10,4,9.185625214125492,9.139254098601556,100.0
ACGL,J,10,2,8.967578661507703,8.967578661507703,100.0
ACGL,G,20,67,2.2624084726072575,2.7406406260319254,61.19402985074627
ACGL,H,20,29,5.07270227139864,4.7776132561909606,75.86206896551724
ACGL,E,20,7,8.177211830983692,8.225307390088295,100.0
ACGL,I,20,4,7.324934158302212,8.879545658641073,100.0
ACGL,J,20,2,6.449807949374684,6.449807949374684,100.0
ACN,G,1,52,0.31318530358408964,0.4656166559185316,61.53846153846154
ACN,H,1,17,-0.6631066499995296,-0.6936111608292791,41.17647058823529
ACN,E,1,7,1.3276467240360745,1.532428453909235,100.0
ACN,I,1,4,1.1976752303099127,1.4161134654841347,100.0
ACN,J,1,0,,,
ACN,G,5,52,0.3218427272320209,0.6583746495058187,61.53846153846154
ACN,H,5,17,-0.8298258686935248,-0.5182514939114028,41.17647058823529
ACN,E,5,7,7.488033504223277,6.135899673753647,100.0
ACN,I,5,4,8.40015628367161,8.322670815307712,100.0
ACN,J,5,0,,,
ACN,G,10,52,0.09097561089640875,0.20332900006441534,53.84615384615385
ACN,H,10,17,0.23771375983579848,-0.5222251846626171,47.05882352941176
ACN,E,10,7,8.467919978070151,8.387528413507479,100.0
ACN,I,10,4,7.830251527788613,7.971035398157612,100.0
ACN,J,10,0,,,
ACN,G,20,52,0.5481468701469672,1.4595762654345157,61.53846153846154
ACN,H,20,17,1.3437063920707235,0.7726567984659388,52.94117647058824
ACN,E,20,7,10.84197937951355,12.36040335062813,85.71428571428571
ACN,I,20,4,8.247681113574474,8.31594098129433,75.0
ACN,J,20,0,,,
ADBE,G,1,54,-0.017468424990057612,-0.23041762440382996,40.74074074074074
ADBE,H,1,30,0.03791520484049663,0.13722188974901092,56.666666666666664
ADBE,E,1,4,3.2001181463235016,3.3752524815645897,100.0
ADBE,I,1,2,3.0249838110824134,3.0249838110824134,100.0
ADBE,J,1,1,-2.4379318408312702,-2.4379318408312702,0.0
ADBE,G,5,54,0.14921798853732124,-0.12106437465692249,50.0
ADBE,H,5,30,-0.6766674737475863,-0.19269845829794835,46.666666666666664
ADBE,E,5,4,12.137586420650434,10.801355972657632,100.0
ADBE,I,5,2,13.473816868643237,13.473816868643237,100.0
ADBE,J,5,1,0.4530113608922597,0.4530113608922597,100.0
ADBE,G,10,54,-0.44294432147305957,0.6401369499632706,51.85185185185185
ADBE,H,10,30,-1.0314777398043635,-0.7967052658198449,43.333333333333336
ADBE,E,10,4,15.04821028835351,16.660872410248356,100.0
ADBE,I,10,2,9.413471408883279,9.413471408883279,100.0
ADBE,J,10,1,-5.191790150243114,-5.191790150243114,0.0
ADBE,G,20,54,-1.2293707383798391,-2.0164973902889445,44.44444444444444
ADBE,H,20,30,0.3249415247148482,-1.1108873638952623,46.666666666666664
ADBE,E,20,4,20.402378137295457,19.39582155892864,100.0
ADBE,I,20,2,9.122111065106665,9.122111065106665,100.0
ADBE,J,20,1,-2.0266407825553654,-2.0266407825553654,0.0
ADI,G,1,57,0.3008407178704533,0.12162613037472858,59.64912280701754
ADI,H,1,30,0.9157149348143043,0.8238582453336254,66.66666666666666
ADI,E,1,9,2.6928649598787766,2.4483687610653155,100.0
ADI,I,1,6,2.6528555747124516,2.4249501491165946,100.0
ADI,J,1,6,2.3081474349125486,2.4249501491165946,83.33333333333334
ADI,G,5,57,0.4719577570643595,0.7159148146261679,50.877192982456144
ADI,H,5,30,2.563711412784058,2.136218416685405,73.33333333333333
ADI,E,5,9,11.4928830858975,10.149420434099808,100.0
ADI,I,5,6,10.950359043821015,9.497544970916213,100.0
ADI,J,5,6,7.4290041651579335,7.893144850198194,83.33333333333334
ADI,G,10,57,0.7042456338945324,1.2806101042202107,57.89473684210527
ADI,H,10,30,2.7816622386877587,3.1109409124939424,66.66666666666666
ADI,E,10,9,11.660927484292763,9.66959352222552,100.0
ADI,I,10,6,9.523173853324275,7.610807599316338,100.0
ADI,J,10,6,6.7773423550518315,6.330304638416778,83.33333333333334
ADI,G,20,57,1.4331743750660761,0.5639324959975817,50.877192982456144
ADI,H,20,30,4.791108901726796,3.210436846809367,60.0
ADI,E,20,9,13.3386473590199,14.279207861870724,100.0
ADI,I,20,6,11.780344192277532,12.681893744495866,100.0
ADI,J,20,6,10.760733725659186,12.681893744495866,83.33333333333334
ADM,G,1,52,0.017768482380106938,0.18033806155559423,51.92307692307693
ADM,H,1,25,-0.06652221959593334,0.0850988927414813,56.00000000000001
ADM,E,1,3,2.61971710052989,2.1868190984216023,100.0
ADM,I,1,2,2.8361661015840336,2.8361661015840336,100.0
ADM,J,1,1,4.934508977282545,4.934508977282545,100.0
ADM,G,5,52,-0.07103080827235045,-0.5549369269508837,44.230769230769226
ADM,H,5,25,-0.3587920555748203,0.6705746500629666,56.00000000000001
ADM,E,5,3,1.9430572718409334,2.794769961823402,66.66666666666666
ADM,I,5,2,1.397384980911701,1.397384980911701,50.0
ADM,J,5,1,2.794769961823402,2.794769961823402,100.0
ADM,G,10,52,0.6228021519316862,0.9596847434911708,59.61538461538461
ADM,H,10,25,0.18109235857859785,0.4012086166245509,52.0
ADM,E,10,3,3.6355528977339975,2.8282696033971213,100.0
ADM,I,10,2,2.6477685131186393,2.6477685131186393,100.0
ADM,J,10,1,2.4672674228401577,2.4672674228401577,100.0
ADM,G,20,52,0.7364292308577449,0.49120566942630417,53.84615384615385
ADM,H,20,25,0.9424957522734724,0.7464489379106971,64.0
ADM,E,20,3,4.465982733308217,4.738012627572143,66.66666666666666
ADM,I,20,2,1.7405032137255378,1.7405032137255378,50.0
ADM,J,20,1,4.738012627572143,4.738012627572143,100.0
ADP,G,1,57,-0.061120647019151826,0.09591407564830995,50.877192982456144
ADP,H,1,25,-0.17376148960390242,-0.10294945141379767,48.0
ADP,E,1,4,1.3957824533463064,1.4424937125836221,100.0
ADP,I,1,1,0.17005524431029842,0.17005524431029842,100.0
ADP,J,1,1,0.7408798091722126,0.7408798091722126,100.0
ADP,G,5,57,0.4491066154450112,0.40423545741424,56.14035087719298
ADP,H,5,25,-0.4357253767895717,0.18012200152005764,52.0
ADP,E,5,4,6.088043950281902,6.240809147585889,100.0
ADP,I,5,1,9.427836860457337,9.427836860457337,100.0
ADP,J,5,1,-0.2312855884291573,-0.2312855884291573,0.0
ADP,G,10,57,0.9591704208843975,0.33362503339078275,56.14035087719298
ADP,H,10,25,-1.1016452381842767,-0.5930953396096464,48.0
ADP,E,10,4,4.625879730758298,4.8182709100544265,100.0
ADP,I,10,1,6.646988110734204,6.646988110734204,100.0
ADP,J,10,1,-7.847902978500018,-7.847902978500018,0.0
ADP,G,20,57,0.49726446875304564,0.14433231063397495,52.63157894736842
ADP,H,20,25,-1.15865311486752,-0.9595028542648774,40.0
ADP,E,20,4,0.7778640101319061,-0.23574428682101867,50.0
ADP,I,20,1,5.68671274369016,5.68671274369016,100.0
ADP,J,20,1,-14.852997654215331,-14.852997654215331,0.0
ADSK,G,1,50,-0.05904154048284377,-0.16168119076484033,46.0
ADSK,H,1,17,-0.17908944630721182,0.24174719477057252,64.70588235294117
ADSK,E,1,5,1.6988514682539786,1.2391573194319982,100.0
ADSK,I,1,3,0.6934372649614865,0.8352990991414394,100.0
ADSK,J,1,3,0.49558663017119753,0.24174719477057252,100.0
ADSK,G,5,50,-0.0032515459081780664,-0.27566894329303626,46.0
ADSK,H,5,17,2.1009763059006916,1.993650243711373,64.70588235294117
ADSK,E,5,5,12.035948002505162,12.412815026856979,100.0
ADSK,I,5,3,11.753768857100269,12.412815026856979,100.0
ADSK,J,5,3,9.760721608380079,12.412815026856979,100.0
ADSK,G,10,50,-0.23232335894460499,-0.8866364380492682,46.0
ADSK,H,10,17,1.603086107557981,-0.4241994932882829,41.17647058823529
ADSK,E,10,5,14.093137683657826,13.466996527318912,100.0
ADSK,I,10,3,15.072275246452492,14.639749973042537,100.0
ADSK,J,10,3,11.121345201117796,14.639749973042537,66.66666666666666
ADSK,G,20,50,0.6989190597387827,1.2044222186364932,54.0
ADSK,H,20,17,2.528411386677236,2.1234898600465177,70.58823529411765
ADSK,E,20,5,18.802837271420486,21.165833076266548,100.0
ADSK,I,20,3,23.566177995172485,23.76832191932418,100.0
ADSK,J,20,3,14.395927431872309,14.540617819671752,66.66666666666666
