ticker,fwd_days,n_bars,sp_mean,sp_std,thresh_lo,thresh_hi,baseline_trough_n,baseline_trough_mean,baseline_trough_median,baseline_trough_winrate,P1_ExtremeLow_n,P1_ExtremeLow_mean,P1_ExtremeLow_median,P1_ExtremeLow_winrate,P1b_ModerateLow_n,P1b_ModerateLow_mean,P1b_ModerateLow_median,P1b_ModerateLow_winrate,P2_BullDominant_n,P2_BullDominant_mean,P2_BullDominant_median,P2_BullDominant_winrate,P3_POCDivergence_n,P3_POCDivergence_mean,P3_POCDivergence_median,P3_POCDivergence_winrate,P4_P1andP2_n,P4_P1andP2_mean,P4_P1andP2_median,P4_P1andP2_winrate,P5_VW_ExtremeLow_n,P5_VW_ExtremeLow_mean,P5_VW_ExtremeLow_median,P5_VW_ExtremeLow_winrate,baseline_peak_n,baseline_peak_mean,baseline_peak_median,baseline_peak_winrate,P1_ExtremeHigh_n,P1_ExtremeHigh_mean,P1_ExtremeHigh_median,P1_ExtremeHigh_winrate,P2p_BearDominant_n,P2p_BearDominant_mean,P2p_BearDominant_median,P2p_BearDominant_winrate
ADBE,60,1255,-5.1894,13.9942,-33.1778,22.7991,35,3.7995910521790304,0.5095196277925551,51.42857142857142,4,7.167925175246622,7.5378067118028795,75.0,12,8.826450784044964,10.515045710546055,75.0,14,1.2732055508280913,-0.6936893665910975,50.0,7,-6.2950865827250775,-9.50133161354388,14.285714285714285,1,-8.16626064206795,-8.16626064206795,0.0,5,8.582765077408784,10.861762551700384,80.0,29,10.80317195335082,13.927729669917511,79.3103448275862,2,-3.348845809808254,-3.348845809808254,50.0,6,15.138826856538692,17.031346309750596,83.33333333333334
ADI,10,1255,2.9473,7.9962,-13.0451,18.9397,34,6.496087929964666,4.620072003237781,100.0,4,9.151814123316194,7.896956110797143,100.0,15,8.560250327751229,6.312258120378876,100.0,22,6.450423100320793,4.620072003237781,100.0,11,7.401677128047949,5.631982611103637,100.0,1,14.85269898887065,14.85269898887065,100.0,4,9.151814123316194,7.896956110797143,100.0,39,5.715097091099954,5.469942092248843,100.0,2,3.110901552408755,3.110901552408755,100.0,8,8.123206396907028,7.450855761656479,100.0
ADI,20,1255,2.9473,7.9962,-13.0451,18.9397,34,6.984194640739026,6.471386302889132,79.41176470588235,4,15.998670627201896,18.757311937895125,100.0,15,9.288321913636002,6.584209071169232,86.66666666666667,22,6.369807876341955,6.593909688127856,77.27272727272727,11,6.6066495765698425,5.382733688932968,81.81818181818183,1,6.358563534609033,6.358563534609033,100.0,4,15.998670627201896,18.757311937895125,100.0,39,4.990500850793431,4.4252436863866444,87.17948717948718,2,3.917934163720142,3.917934163720142,100.0,8,3.9561568192743106,4.1557555750771975,75.0
ADI,30,1255,2.9473,7.9962,-13.0451,18.9397,34,9.054134497318953,6.023717135131399,79.41176470588235,4,21.096435304492516,21.519949731496716,100.0,15,11.797963315359793,7.014554106518468,80.0,22,8.074181619753364,6.945308641042249,77.27272727272727,11,8.464020556546863,3.396953729407219,90.9090909090909,1,4.930309506870253,4.930309506870253,100.0,4,21.096435304492516,21.519949731496716,100.0,39,4.187375935501289,4.824601419918742,76.92307692307693,2,1.4983858659146654,1.4983858659146654,100.0,8,4.085994575213398,3.633555207970809,87.5
ADI,60,1255,2.9473,7.9962,-13.0451,18.9397,34,12.128034777792367,7.444924122601746,85.29411764705883,4,28.29450024377507,24.86392536488676,100.0,15,15.468922119181661,7.96146492178745,93.33333333333333,22,10.35432757942836,6.523001066579384,81.81818181818183,11,15.02515350444803,10.684153899771474,90.9090909090909,1,13.835237660810073,13.835237660810073,100.0,4,28.29450024377507,24.86392536488676,100.0,39,2.4317852242476596,5.357830587714058,64.1025641025641,2,6.535635120693309,6.535635120693309,100.0,8,2.273505501672485,0.9705079995667729,50.0
ADM,10,1255,0.1903,10.7475,-21.3046,21.6852,37,4.906148659471817,4.182185105724968,100.0,1,3.5390949086902608,3.5390949086902608,100.0,12,5.284112239050451,3.9911965692294356,100.0,20,5.410571716717287,4.635006790943736,100.0,7,3.4346450663641126,2.071169066174173,100.0,0,,,,1,3.5390949086902608,3.5390949086902608,100.0,29,5.30791058370036,4.607374583680763,100.0,2,5.172029102206968,5.172029102206968,100.0,9,6.455763785795053,5.4959309132348295,100.0
ADM,20,1255,0.1903,10.7475,-21.3046,21.6852,37,4.663654798793393,4.738012627572143,72.97297297297297,1,5.012609858124399,5.012609858124399,100.0,12,6.096225977747868,5.335332486136224,91.66666666666666,20,7.462750641893801,7.513953147088591,80.0,7,2.811376769426731,2.912910563948486,57.14285714285714,0,,,,1,5.012609858124399,5.012609858124399,100.0,29,5.422262861998955,4.281995517244615,89.65517241379311,2,9.498814493822788,9.498814493822788,100.0,9,5.66325567032642,5.490766333432512,88.88888888888889
ADM,30,1255,0.1903,10.7475,-21.3046,21.6852,37,5.9727527947137,5.326543424204483,70.27027027027027,1,7.684596839667897,7.684596839667897,100.0,12,7.6156967336246595,6.846275156651686,75.0,20,9.137806590970559,10.224455985723628,80.0,7,5.425070446584779,3.489825854418255,57.14285714285714,0,,,,1,7.684596839667897,7.684596839667897,100.0,29,4.492721510316887,3.660062188310097,75.86206896551724,2,5.369390106541834,5.369390106541834,100.0,9,7.032268017974731,4.09009889725557,88.88888888888889
ADM,60,1255,0.1903,10.7475,-21.3046,21.6852,37,7.129004638974247,8.520318491620953,64.86486486486487,1,22.79304935021262,22.79304935021262,100.0,12,6.445918332547635,7.49796863400389,66.66666666666666,20,11.531380938923899,13.289946236494377,75.0,7,5.344464876443916,-3.37381325645585,42.857142857142854,0,,,,1,22.79304935021262,22.79304935021262,100.0,29,3.9001056304866055,4.952496076928135,68.96551724137932,2,15.37362440167056,15.37362440167056,100.0,9,3.3551622021606757,5.699963121681751,66.66666666666666
ADP,10,1255,0.3096,7.8978,-15.486,16.1053,36,4.050518924488974,4.156912195230249,100.0,1,5.0469873012586834,5.0469873012586834,100.0,13,4.504401203300527,4.643129710780781,100.0,21,3.866680239316121,3.5672114390559284,100.0,10,4.12958441387811,4.0722576252498275,100.0,0,,,,1,5.0469873012586834,5.0469873012586834,100.0,30,3.687885277911851,2.889445385967626,100.0,0,,,,7,4.202064326158483,2.9508958985646885,100.0
ADP,20,1255,0.3096,7.8978,-15.486,16.1053,36,3.527587155359597,2.9369632761135933,80.55555555555556,1,4.234865942187792,4.234865942187792,100.0,13,3.4766709122223096,3.174298135046373,84.61538461538461,21,3.2154715069376385,2.6996284171808136,76.19047619047619,10,4.070577837252031,2.2643227834480135,80.0,0,,,,1,4.234865942187792,4.234865942187792,100.0,30,4.8547554986155115,3.498446657803159,96.66666666666667,0,,,,7,4.124486016488182,4.265663401827436,85.71428571428571
ADP,30,1255,0.3096,7.8978,-15.486,16.1053,36,5.144704385162235,3.4382521223151725,80.55555555555556,1,5.519922236490471,5.519922236490471,100.0,13,6.071069054954732,3.7050786208453,84.61538461538461,21,4.913882461498784,2.6861409070654343,76.19047619047619,10,5.723902587700001,4.799315529518549,70.0,0,,,,1,5.519922236490471,5.519922236490471,100.0,30,3.847778121025375,4.406993522130812,73.33333333333333,0,,,,7,5.09900951883637,5.602875076316809,71.42857142857143
ADP,60,1255,0.3096,7.8978,-15.486,16.1053,36,5.554365007586675,5.617173469461781,66.66666666666666,1,-12.725425117650893,-12.725425117650893,0.0,13,7.521741093480917,11.989072172360165,76.92307692307693,21,3.1133045357432603,4.118584229789242,57.14285714285714,10,5.518817093811096,5.070789770724094,50.0,0,,,,1,-12.725425117650893,-12.725425117650893,0.0,30,3.5466256180950215,3.332824754142756,60.0,0,,,,7,2.7083677397649484,2.5907345493477973,57.14285714285714
ADSK,10,1255,-1.67,11.344,-24.358,21.0179,34,7.858329535694984,7.979094947917501,100.0,4,6.098842589159532,5.062132748352381,100.0,12,9.347934832245095,9.597162808839334,100.0,13,7.110850269074861,7.232631547168461,100.0,7,7.588695086032125,8.81608900563614,100.0,1,4.312079267225796,4.312079267225796,100.0,4,6.098842589159532,5.062132748352381,100.0,36,7.574840043339581,6.355615599769221,100.0,0,,,,7,10.343763934813998,7.739879397526854,100.0
ADSK,20,1255,-1.67,11.344,-24.358,21.0179,34,7.7253662231922196,4.7731567155848555,88.23529411764706,4,3.183956589103308,4.4160981651778055,75.0,12,9.8760387651325,6.665700308479217,83.33333333333334,13,5.9415064049179875,4.57570092583277,84.61538461538461,7,5.901528929175673,4.045689486197818,85.71428571428571,1,-3.9534717047762578,-3.9534717047762578,0.0,4,3.183956589103308,4.4160981651778055,75.0,36,6.6396761414894705,6.507960788884102,77.77777777777779,0,,,,7,7.5672491514099685,5.615873479893732,71.42857142857143
ADSK,30,1255,-1.67,11.344,-24.358,21.0179,34,8.202354054528694,5.660824172197021,85.29411764705883,4,5.825150819461895,3.2181625137004444,50.0,12,11.812548191551727,8.699412477206778,83.33333333333334,13,3.3393363834472662,4.201386198202436,69.23076923076923,7,9.305595645038947,7.582757037557844,100.0,1,-15.896967340746654,-15.896967340746654,0.0,4,5.825150819461895,3.2181625137004444,50.0,36,6.798828698803825,5.52853034072954,75.0,0,,,,7,10.26365545152388,12.068212803673383,85.71428571428571
ADSK,60,1255,-1.67,11.344,-24.358,21.0179,34,9.43818999535491,9.513229396446771,79.41176470588235,4,6.700569683515917,8.2048215749016,75.0,12,13.758459404655804,18.132916294937484,83.33333333333334,13,-2.1991536023425127,-2.85232869773613,46.15384615384615,7,9.446588832620348,10.863615348012074,71.42857142857143,1,-16.404272354098904,-16.404272354098904,0.0,4,6.700569683515917,8.2048215749016,75.0,36,7.311818030182511,5.847951556956142,75.0,0,,,,7,0.6060213133956422,0.8935437056249934,57.14285714285714
AEE,10,1255,1.5696,5.5009,-9.4322,12.5715,39,3.896484676907161,3.729182138829027,100.0,4,7.4334166020906025,7.10365771793674,100.0,13,5.100989747877766,4.635937652918231,100.0,23,4.10916598377441,3.729182138829027,100.0,9,4.815116763522896,4.669417718165645,100.0,1,8.109100394048815,8.109100394048815,100.0,4,7.4334166020906025,7.10365771793674,100.0,33,4.046980446370804,3.2055105285843126,100.0,3,2.834652669005927,2.135833846541044,100.0,10,4.717874325702522,2.804141323173951,100.0
AEE,20,1255,1.5696,5.5009,-9.4322,12.5715,39,4.065510222932385,5.099392461655489,82.05128205128204,4,7.019929311844446,6.8678250954431705,100.0,13,4.735386528741602,5.49698853662899,84.61538461538461,23,4.706858565383755,5.427860402935844,86.95652173913044,9,5.33435666060152,5.635137594922314,88.88888888888889,1,6.241541596358334,6.241541596358334,100.0,4,7.019929311844446,6.8678250954431705,100.0,33,3.344722805921532,2.240086941669705,75.75757575757575,3,1.1544420532599264,2.456433908697965,66.66666666666666,10,4.016850682337193,3.181338189297126,60.0
AEE,30,1255,1.5696,5.5009,-9.4322,12.5715,39,4.97256401980959,4.887726105833757,79.48717948717949,4,10.734384096992324,10.09600270591892,100.0,13,5.469689221275744,5.131432968322574,76.92307692307693,23,5.655420136185387,5.738164480293542,82.6086956521739,9,7.418394455233768,7.184749967031215,88.88888888888889,1,13.687195351713594,13.687195351713594,100.0,4,10.734384096992324,10.09600270591892,100.0,33,3.6592884474757095,3.9395318700109496,69.6969696969697,3,1.8442012303163258,3.8068940796485657,66.66666666666666,10,4.7043103954021515,4.644975308684851,70.0
