ticker,data_source,bars,fwd_days,f_mean,f_std,thresh,n_troughs,ext_n,ext_mean_ret,ext_median,ext_win_rate,nor_n,nor_mean_ret,nor_median,nor_win_rate
DG,CSV,1255,20,0.0209,0.874,-1.7271,39,2,5.096893174669543,5.096893174669543,50.0,37,6.678211725632516,5.689878732449105,83.78378378378379
DGX,CSV,1255,1,0.0663,0.8761,-1.6859,28,2,0.7224891488271122,0.7224891488271122,100.0,26,1.1459492536362772,0.9457735314639972,100.0
DGX,CSV,1255,5,0.0663,0.8761,-1.6859,28,2,4.782400065871891,4.782400065871891,100.0,26,3.2061473110203886,2.6150410890538636,100.0
DGX,CSV,1255,10,0.0663,0.8761,-1.6859,28,2,5.228902074714876,5.228902074714876,100.0,26,4.288208466235944,4.796582946116251,100.0
DGX,CSV,1255,20,0.0663,0.8761,-1.6859,28,2,6.505020564004022,6.505020564004022,100.0,26,4.9130981456971465,4.639869000103385,84.61538461538461
DHI,CSV,1255,1,0.027,0.794,-1.561,40,4,2.368277445022666,1.1728826076409187,100.0,36,1.943563802922698,1.4137574733717944,100.0
DHI,CSV,1255,5,0.027,0.794,-1.561,40,4,5.283669497618562,2.211679638994638,100.0,36,5.334573701169911,3.883916005046954,100.0
DHI,CSV,1255,10,0.027,0.794,-1.561,40,4,7.031162690644753,5.534359913553693,100.0,36,7.153791720231181,5.7706668172353055,100.0
DHI,CSV,1255,20,0.027,0.794,-1.561,40,4,6.922798160850972,6.916476583553846,100.0,36,7.121491892964875,6.638192234589946,69.44444444444444
DHR,CSV,1255,1,0.0504,0.8453,-1.6403,37,3,1.7385993931126682,1.1995602310908273,100.0,34,1.863933607698331,1.5755104815373437,100.0
DHR,CSV,1255,5,0.0504,0.8453,-1.6403,37,3,5.888132424091328,5.629385950433322,100.0,34,5.135187367148992,4.090949922694204,100.0
DHR,CSV,1255,10,0.0504,0.8453,-1.6403,37,3,6.405931876997066,5.877887100045756,100.0,34,6.260932544865475,5.51799481195304,100.0
DHR,CSV,1255,20,0.0504,0.8453,-1.6403,37,3,7.212296960468604,1.7955649123657669,100.0,34,6.5537262092490245,6.204619120103493,88.23529411764706
DIS,CSV,1255,1,-0.0736,0.9005,-1.8745,37,2,1.8560045435800439,1.8560045435800439,100.0,35,1.9314337687977825,1.2535691785800824,100.0
DIS,CSV,1255,5,-0.0736,0.9005,-1.8745,37,2,6.406947059986424,6.406947059986424,100.0,35,4.425393008980564,3.4392754610661957,100.0
DIS,CSV,1255,10,-0.0736,0.9005,-1.8745,37,2,6.335031619873337,6.335031619873337,100.0,35,5.812632995776862,4.983315984368239,97.14285714285714
DIS,CSV,1255,20,-0.0736,0.9005,-1.8745,37,2,5.422026051308057,5.422026051308057,100.0,35,5.511204117353867,3.1775733079533692,80.0
DLR,CSV,1255,1,0.1075,0.8559,-1.6042,35,3,2.0542634396119506,2.251311226163248,100.0,32,2.2669286455242132,1.7213447319072004,100.0
DLR,CSV,1255,5,0.1075,0.8559,-1.6042,35,3,4.096871373747008,4.919171313847434,100.0,32,5.61610197978183,4.781627321707016,100.0
DLR,CSV,1255,10,0.1075,0.8559,-1.6042,35,3,6.747591109796919,5.840537567310764,100.0,32,7.532356913434116,6.736490202945126,100.0
DLR,CSV,1255,20,0.1075,0.8559,-1.6042,35,3,1.380286537533158,0.5078554632824048,66.66666666666666,32,7.70313340885208,7.3186978388801265,90.625
DLTR,CSV,1255,1,0.045,0.891,-1.7371,31,4,2.717064589915626,2.6939800212166762,100.0,27,2.3928146534040184,1.649990839118283,100.0
DLTR,CSV,1255,5,0.045,0.891,-1.7371,31,4,7.150218353122915,6.657264488669057,100.0,27,5.388384655401915,3.9494984346393647,100.0
DLTR,CSV,1255,10,0.045,0.891,-1.7371,31,4,7.1981004725296645,5.951315515738063,100.0,27,8.946210474400875,7.052331204850636,100.0
DLTR,CSV,1255,20,0.045,0.891,-1.7371,31,4,-2.299725050670501,-1.3613274045799066,50.0,27,8.789100886247542,7.855767995937457,85.18518518518519
DOC,CSV,1255,1,0.0,0.8842,-1.7684,35,2,3.042788532024721,3.042788532024721,100.0,33,1.5240116468469274,1.4029130279382276,100.0
DOC,CSV,1255,5,0.0,0.8842,-1.7684,35,2,5.3253179789482,5.3253179789482,100.0,33,3.6751519685043714,3.5353491085419666,100.0
DOC,CSV,1255,10,0.0,0.8842,-1.7684,35,2,6.581886849939361,6.581886849939361,100.0,33,4.967591539615243,5.191139076598533,100.0
DOC,CSV,1255,20,0.0,0.8842,-1.7684,35,2,5.274605965241598,5.274605965241598,100.0,33,5.224267713618934,4.957344527071861,75.75757575757575
DOV,CSV,1255,1,0.1006,0.8644,-1.6283,36,5,1.156627996305742,1.1913905492937802,80.0,31,1.7239388074819832,1.3958527124255447,100.0
DOV,CSV,1255,5,0.1006,0.8644,-1.6283,36,5,4.311734838501847,3.3795251954027794,100.0,31,3.9888538457879976,3.6059743047803794,100.0
DOV,CSV,1255,10,0.1006,0.8644,-1.6283,36,5,3.4134886204316017,2.9920506550678905,100.0,31,5.704174877502,5.42894989797017,100.0
DOV,CSV,1255,20,0.1006,0.8644,-1.6283,36,5,6.250230435496912,8.269730062505298,80.0,31,5.376400332843993,6.91902716860259,80.64516129032258
DOW,CSV,1255,1,-0.0013,0.7956,-1.5924,40,7,4.067926712842701,2.14834004348095,100.0,33,2.112434788137293,1.4362239762946991,100.0
DOW,CSV,1255,5,-0.0013,0.7956,-1.5924,40,7,5.446068382194585,4.355813905341267,100.0,33,4.995980948194924,4.180812588514306,100.0
DOW,CSV,1255,10,-0.0013,0.7956,-1.5924,40,7,7.907911111704649,6.428963250303108,100.0,33,6.988732950917385,5.810671699151004,100.0
DOW,CSV,1255,20,-0.0013,0.7956,-1.5924,40,7,7.7092563605480375,8.412056023008217,85.71428571428571,33,6.161664798798047,5.548992848108341,84.84848484848484
DPZ,CSV,1255,1,0.0063,0.8463,-1.6862,37,1,2.540825411653873,2.540825411653873,100.0,36,2.2540375951137444,1.342630588805084,100.0
DPZ,CSV,1255,5,0.0063,0.8463,-1.6862,37,1,10.896918227311017,10.896918227311017,100.0,36,4.492864979391365,3.280845989407175,100.0
DPZ,CSV,1255,10,0.0063,0.8463,-1.6862,37,1,9.338688196488215,9.338688196488215,100.0,36,5.44112798648896,4.921047612850754,100.0
DPZ,CSV,1255,20,0.0063,0.8463,-1.6862,37,1,6.608043035992599,6.608043035992599,100.0,36,7.595782226263676,7.857069322969378,86.11111111111111
DRI,CSV,1255,1,0.0918,0.7824,-1.473,43,3,1.0752639837104627,1.3429231755238915,100.0,40,2.5197240701681447,1.8204000987537987,100.0
DRI,CSV,1255,5,0.0918,0.7824,-1.473,43,3,4.95080351020821,5.3485674956369005,100.0,40,5.837964615280987,4.867592134620507,100.0
DRI,CSV,1255,10,0.0918,0.7824,-1.473,43,3,2.5119577140828713,2.285215803818242,100.0,40,7.070811670090012,6.723110463168005,100.0
DRI,CSV,1255,20,0.0918,0.7824,-1.473,43,3,6.063576869013222,7.389825790288008,100.0,40,6.400968831894095,6.830955107067222,92.5
DTE,CSV,1255,1,0.1362,0.8154,-1.4947,40,7,1.3445098394124926,1.2270975924709133,100.0,33,1.1272997247913166,0.9621611679944856,100.0
DTE,CSV,1255,5,0.1362,0.8154,-1.4947,40,7,3.755286874106562,2.989440352185693,100.0,33,3.2100127312184297,3.037306384103507,100.0
DTE,CSV,1255,10,0.1362,0.8154,-1.4947,40,7,3.7671852949150937,2.7940624031278496,100.0,33,4.341837254427313,4.092874493690285,100.0
DTE,CSV,1255,20,0.1362,0.8154,-1.4947,40,7,4.0564914069262406,4.433272017293475,85.71428571428571,33,4.295980710784336,5.642015379814613,78.78787878787878
DUK,CSV,1255,1,0.1583,0.8233,-1.4884,42,7,1.2494805384181293,1.329210912574573,100.0,35,1.289167508346727,0.972541239132513,100.0
DUK,CSV,1255,5,0.1583,0.8233,-1.4884,42,7,3.533348637375109,3.0087700334658005,100.0,35,3.0568128321406167,3.0029334554066818,100.0
DUK,CSV,1255,10,0.1583,0.8233,-1.4884,42,7,3.63730070089603,3.0526347121133264,100.0,35,4.296860913550652,4.646729475409461,100.0
DUK,CSV,1255,20,0.1583,0.8233,-1.4884,42,7,3.716204627754022,4.737116187402212,85.71428571428571,35,4.516182978953783,4.743766337278883,77.14285714285715
DVA,CSV,1255,1,0.0566,0.8457,-1.6348,41,3,1.0868886960842479,1.3559583508021118,100.0,38,1.6890736319962427,1.325735999925262,100.0
DVA,CSV,1255,5,0.0566,0.8457,-1.6348,41,3,5.012587905129002,5.281106676612527,100.0,38,4.557338655377144,4.322047422375588,100.0
DVA,CSV,1255,10,0.0566,0.8457,-1.6348,41,3,5.930889397467449,4.129199403247826,100.0,38,6.080337914892436,5.876377215694012,100.0
DVA,CSV,1255,20,0.0566,0.8457,-1.6348,41,3,6.933459470781724,8.222976026483577,66.66666666666666,38,6.631160660699928,6.297073677805839,78.94736842105263
DVN,CSV,1255,1,0.1375,0.8801,-1.6227,44,4,0.919096196490221,0.6848598050711632,100.0,40,3.0951547111848954,2.4013059749445302,100.0
DVN,CSV,1255,5,0.1375,0.8801,-1.6227,44,4,6.9490016216633865,3.5868207225520257,100.0,40,7.220224587884021,6.784460075699723,100.0
DVN,CSV,1255,10,0.1375,0.8801,-1.6227,44,4,9.851226228041448,5.694353770596099,100.0,40,8.705347195183652,7.203030959009345,100.0
DVN,CSV,1255,20,0.1375,0.8801,-1.6227,44,4,15.191649911591872,12.770145716548845,75.0,40,10.468504014015922,9.650092621380017,85.0
DXCM,CSV,1255,1,0.0802,0.8869,-1.6935,38,5,4.548175337348648,3.227218131041307,100.0,33,2.7800108066102136,2.6518287648656025,100.0
DXCM,CSV,1255,5,0.0802,0.8869,-1.6935,38,5,9.262665950312678,9.331168486165224,100.0,33,7.6674846174560845,6.4471916253527715,100.0
DXCM,CSV,1255,10,0.0802,0.8869,-1.6935,38,5,8.514048160189681,5.609829432434984,100.0,33,8.665998928687841,7.719900868560823,100.0
DXCM,CSV,1255,20,0.0802,0.8869,-1.6935,38,5,4.7025758229653345,6.613234783160442,60.0,33,8.80747812528716,7.567310333251967,81.81818181818183
EA,CSV,1255,1,0.1377,0.8612,-1.5848,33,5,1.3834812450195515,1.305403336300542,100.0,28,1.6596804487680483,1.0574594204732615,100.0
EA,CSV,1255,5,0.1377,0.8612,-1.5848,33,5,3.115366716770898,3.4779019826928645,100.0,28,4.809410763203036,3.6461439412929004,100.0
EA,CSV,1255,10,0.1377,0.8612,-1.5848,33,5,3.7533509702493135,2.284480364196396,100.0,28,6.565855564920041,4.9061199486430045,100.0
EA,CSV,1255,20,0.1377,0.8612,-1.5848,33,5,6.220936004026411,4.805538915647618,100.0,28,8.685846040130887,7.839988062931848,92.85714285714286
EBAY,CSV,1255,1,0.1151,0.8286,-1.5421,36,5,1.8427079031438311,1.4814861223686353,100.0,31,1.715105348215293,1.4260027815769714,100.0
EBAY,CSV,1255,5,0.1151,0.8286,-1.5421,36,5,5.202390192329438,5.023278741317993,100.0,31,5.633885109559251,5.285544137049312,100.0
EBAY,CSV,1255,10,0.1151,0.8286,-1.5421,36,5,7.298469993528121,6.910086664289215,100.0,31,5.383581069007219,4.65527209625038,100.0
EBAY,CSV,1255,20,0.1151,0.8286,-1.5421,36,5,6.341690867506399,6.861079307752547,60.0,31,7.433899715511405,7.106137992573997,90.32258064516128
ECL,CSV,1255,1,0.177,0.8565,-1.536,37,3,1.0045394947446322,1.0861318246268956,100.0,34,1.9809703758293304,1.6352322162509147,100.0
ECL,CSV,1255,5,0.177,0.8565,-1.536,37,3,5.157264702544661,3.1167979002624833,100.0,34,4.526963536237615,3.6438360972036845,100.0
ECL,CSV,1255,10,0.177,0.8565,-1.536,37,3,6.454545409679596,4.281244366595938,100.0,34,6.412572062890961,5.5517616439728155,100.0
ECL,CSV,1255,20,0.177,0.8565,-1.536,37,3,8.465339633673453,7.104865277163837,66.66666666666666,34,5.364001765595085,5.634427555864045,79.41176470588235
ED,CSV,1255,1,0.1255,0.8445,-1.5635,38,5,1.325855398594881,1.2599718679170222,100.0,33,1.2356710155091413,1.1477447855852996,100.0
ED,CSV,1255,5,0.1255,0.8445,-1.5635,38,5,4.708499857918636,5.030915289206244,100.0,33,3.229462341339919,2.6117117239456187,100.0
ED,CSV,1255,10,0.1255,0.8445,-1.5635,38,5,4.9858151141590685,5.617379449948538,100.0,33,4.523038230802941,4.417600843045702,100.0
ED,CSV,1255,20,0.1255,0.8445,-1.5635,38,5,4.5307311617003005,4.883520637535444,80.0,33,4.625024422568222,4.523028854422552,81.81818181818183
EFX,CSV,1255,1,0.0524,0.9053,-1.7583,39,3,1.2082623689983203,1.2627218254919272,100.0,36,2.1340516143814825,1.561699182366002,100.0
EFX,CSV,1255,5,0.0524,0.9053,-1.7583,39,3,2.551816521719766,2.9397792136239875,100.0,36,4.805241989431611,3.902555309956103,97.22222222222221
EFX,CSV,1255,10,0.0524,0.9053,-1.7583,39,3,4.846520401168214,5.018510921493805,100.0,36,6.4914447320735995,5.699353822547968,100.0
EFX,CSV,1255,20,0.0524,0.9053,-1.7583,39,3,7.412686826232186,3.827791875589643,100.0,36,6.85851042138187,5.208480300923425,77.77777777777779
EG,CSV,1255,1,0.1607,0.7961,-1.4315,46,5,1.0520438185673355,0.8596052829639325,100.0,41,1.6248990028574648,1.4889671466233416,100.0
EG,CSV,1255,5,0.1607,0.7961,-1.4315,46,5,3.429640205201823,3.9313237507994696,100.0,41,4.353354593916957,4.249651563287849,100.0
EG,CSV,1255,10,0.1607,0.7961,-1.4315,46,5,4.58685726083134,4.774112056487255,100.0,41,5.35456739655707,5.928077658274281,100.0
EG,CSV,1255,20,0.1607,0.7961,-1.4315,46,5,6.139943001294722,5.4315662705679095,100.0,41,5.2421828090174225,5.922584936355833,87.8048780487805
EIX,CSV,1255,1,0.2017,0.8836,-1.5656,39,5,1.7810177683789903,2.1620559603465135,100.0,34,1.8369357430369877,1.3734817921320828,100.0
EIX,CSV,1255,5,0.2017,0.8836,-1.5656,39,5,4.457648265292151,3.815425156857092,100.0,34,4.4936887993696075,4.575747917044481,100.0
EIX,CSV,1255,10,0.2017,0.8836,-1.5656,39,5,3.851275570107096,4.196923077978569,100.0,34,5.765281126136083,5.352129970921114,100.0
EIX,CSV,1255,20,0.2017,0.8836,-1.5656,39,5,1.2613894787530022,5.744348848581423,80.0,34,6.048979530958492,5.944816367468809,88.23529411764706
EL,CSV,1255,1,-0.0644,0.8555,-1.7753,34,2,2.05679411637523,2.05679411637523,100.0,32,3.0536158884021347,2.3545995567387057,100.0
EL,CSV,1255,5,-0.0644,0.8555,-1.7753,34,2,7.781455199258014,7.781455199258014,100.0,32,7.046799344598265,7.298254811259758,100.0
EL,CSV,1255,10,-0.0644,0.8555,-1.7753,34,2,7.248791660473733,7.248791660473733,100.0,32,10.512572378275062,9.989693661444624,100.0
EL,CSV,1255,20,-0.0644,0.8555,-1.7753,34,2,0.72331820407579,0.72331820407579,100.0,32,7.455073165462971,6.943071793371959,71.875
ELV,CSV,1255,1,0.0388,0.7991,-1.5595,42,5,2.009671867375345,2.0332183599296467,100.0,37,1.6230805452188541,1.4185186170443298,100.0
ELV,CSV,1255,5,0.0388,0.7991,-1.5595,42,5,6.639112745635025,6.514885034484492,100.0,37,4.096054365332493,3.942628119198757,100.0
ELV,CSV,1255,10,0.0388,0.7991,-1.5595,42,5,7.105456098634723,7.341570087206247,100.0,37,5.181239318932133,4.529330973423942,100.0
ELV,CSV,1255,20,0.0388,0.7991,-1.5595,42,5,8.243640514657871,7.158273349663584,100.0,37,4.895923859350514,3.3196019224373328,78.37837837837837
EME,CSV,1255,1,0.2426,0.8397,-1.4368,39,7,2.550768586773103,1.2712667395519015,100.0,32,2.121665908435058,2.0495467894801984,96.875
EME,CSV,1255,5,0.2426,0.8397,-1.4368,39,7,5.842006927137058,5.496875311378496,100.0,32,4.454239700833108,3.961268394487173,100.0
EME,CSV,1255,10,0.2426,0.8397,-1.4368,39,7,9.145794777848053,8.34027744640678,100.0,32,6.785052673417697,5.987656870570354,100.0
EME,CSV,1255,20,0.2426,0.8397,-1.4368,39,7,5.958627007128838,5.495717505290881,71.42857142857143,32,7.750217030927292,6.37160540519579,87.5
EMR,CSV,1255,1,0.1627,0.8412,-1.5198,34,3,2.7655468755297954,2.6826976633774837,100.0,31,2.232483385617415,1.896772892783039,100.0
EMR,CSV,1255,5,0.1627,0.8412,-1.5198,34,3,3.4990847527155844,2.2496268166136044,100.0,31,4.754062700397576,4.271397801450408,100.0
EMR,CSV,1255,10,0.1627,0.8412,-1.5198,34,3,4.1395615549849545,3.7022624361698933,100.0,31,7.019940888817766,6.299981211569033,100.0
EMR,CSV,1255,20,0.1627,0.8412,-1.5198,34,3,10.473089555983469,8.866428082240176,100.0,31,6.475011983708629,6.1774689363839705,87.09677419354838
EOG,CSV,1255,1,0.1143,0.8989,-1.6836,41,5,0.3016942440433271,0.3267905376612878,100.0,36,2.0016995759131593,1.3693406063017384,100.0
EOG,CSV,1255,5,0.1143,0.8989,-1.6836,41,5,3.296688765746776,4.0380986640556715,100.0,36,6.180985407667192,5.631013636145463,100.0
EOG,CSV,1255,10,0.1143,0.8989,-1.6836,41,5,5.41613426856217,6.380330903001173,100.0,36,6.746384944382383,5.649872342637044,100.0
EOG,CSV,1255,20,0.1143,0.8989,-1.6836,41,5,10.065120042928715,10.00081477019646,100.0,36,7.589871325922317,6.459578950825996,83.33333333333334
EPAM,CSV,1255,1,0.0044,0.8863,-1.7681,34,7,3.976316295135582,3.047453240313841,100.0,27,2.6175018208250633,2.4347464765549063,100.0
EPAM,CSV,1255,5,0.0044,0.8863,-1.7681,34,7,9.552070624328392,7.749239568239371,100.0,27,7.916912489925805,7.026082834374425,100.0
EPAM,CSV,1255,10,0.0044,0.8863,-1.7681,34,7,17.68483010902563,11.718820589315778,100.0,27,9.176622820784281,8.97503599371329,100.0
EPAM,CSV,1255,20,0.0044,0.8863,-1.7681,34,7,14.936117202688598,11.079330691372286,71.42857142857143,27,10.304601406285384,9.253481827137701,85.18518518518519
EQIX,CSV,1255,1,0.1306,0.8252,-1.5199,37,2,2.424407059091351,2.424407059091351,100.0,35,2.3335901467828726,1.3868039105954835,100.0
EQIX,CSV,1255,5,0.1306,0.8252,-1.5199,37,2,3.372041261174574,3.372041261174574,100.0,35,4.190874331874145,3.37777471584929,100.0
EQIX,CSV,1255,10,0.1306,0.8252,-1.5199,37,2,5.195316417037765,5.195316417037765,100.0,35,5.513950739970016,5.140271611105731,100.0
EQIX,CSV,1255,20,0.1306,0.8252,-1.5199,37,2,4.854531774961442,4.854531774961442,100.0,35,6.312996693156738,5.995602204692886,94.28571428571428
EQR,CSV,1255,1,0.0882,0.8057,-1.5231,37,7,2.649808322175905,2.177131447354375,100.0,30,1.9259530935681264,1.542651991243422,100.0
EQR,CSV,1255,5,0.0882,0.8057,-1.5231,37,7,4.777030414029292,4.5112853112138,100.0,30,3.627695439168595,3.3715570066214324,100.0
EQR,CSV,1255,10,0.0882,0.8057,-1.5231,37,7,5.309242669689586,5.193212096154257,100.0,30,4.93020175133008,4.430194958461858,100.0
EQR,CSV,1255,20,0.0882,0.8057,-1.5231,37,7,2.8173971249550087,1.8683946253113877,71.42857142857143,30,6.059879077116426,6.898202223857864,86.66666666666667
EQT,CSV,1255,1,0.1018,0.8011,-1.5004,40,4,2.537001035323423,2.5284708440680026,100.0,36,2.302792505777916,1.7660048969525586,100.0
EQT,CSV,1255,5,0.1018,0.8011,-1.5004,40,4,9.400714664658782,8.879654181788297,100.0,36,8.096720448619632,7.6768688064620925,100.0
EQT,CSV,1255,10,0.1018,0.8011,-1.5004,40,4,11.209550303138213,11.064914113228168,100.0,36,11.177710975467882,10.465798475826695,100.0
EQT,CSV,1255,20,0.1018,0.8011,-1.5004,40,4,5.940301205587419,6.414570437892506,100.0,36,10.693817534070028,11.390297316505395,80.55555555555556
ERIE,CSV,1255,1,0.0939,0.8571,-1.6203,38,3,2.6449777830445407,1.8719190780756905,100.0,35,1.5529499533685083,1.5378141865145316,100.0
ERIE,CSV,1255,5,0.0939,0.8571,-1.6203,38,3,4.071589032154551,3.5761283896542317,100.0,35,4.007757644276967,3.4758402651578466,100.0
ERIE,CSV,1255,10,0.0939,0.8571,-1.6203,38,3,3.756463150725644,4.139263819649675,100.0,35,4.924123514977196,4.415266741227978,100.0
ERIE,CSV,1255,20,0.0939,0.8571,-1.6203,38,3,6.685777261233142,5.768777091245254,100.0,35,4.871576922990265,2.6590836313129076,74.28571428571429
ES,CSV,1255,1,0.0996,0.8732,-1.6468,36,6,1.456715450379142,1.6380478056796663,100.0,30,1.6441066917863654,1.2785778460119772,100.0
ES,CSV,1255,5,0.0996,0.8732,-1.6468,36,6,4.198388756996015,3.7638339765654862,100.0,30,4.076246830257288,3.8441352702366487,100.0
ES,CSV,1255,10,0.0996,0.8732,-1.6468,36,6,4.4589174502207625,4.313743377888763,100.0,30,5.754919227488253,4.963531974770431,100.0
ES,CSV,1255,20,0.0996,0.8732,-1.6468,36,6,6.493879015888369,6.438151271945836,83.33333333333334,30,5.927871726066278,6.981880697484429,83.33333333333334
ESS,CSV,1255,1,0.0864,0.8021,-1.5178,43,5,2.06551872416907,0.9708567560768233,100.0,38,1.743142834304342,1.5661202588255951,100.0
ESS,CSV,1255,5,0.0864,0.8021,-1.5178,43,5,2.8993504235797447,3.059753156718596,100.0,38,4.10533323919939,3.9352400767796283,100.0
ESS,CSV,1255,10,0.0864,0.8021,-1.5178,43,5,5.46257543927492,5.765670071440381,100.0,38,4.749851791222147,4.738409878748037,100.0
ESS,CSV,1255,20,0.0864,0.8021,-1.5178,43,5,5.508988027671238,4.271229168123262,100.0,38,4.644408501991726,6.0061352843346825,84.21052631578947
ETN,CSV,1255,1,0.2205,0.8186,-1.4166,40,3,0.8503348380926012,0.5360692109451622,100.0,37,1.5088122109741722,1.5475268927656072,97.2972972972973
ETN,CSV,1255,5,0.2205,0.8186,-1.4166,40,3,5.882447792800437,4.38137386129723,100.0,37,4.454912012400805,4.325989550756612,100.0
ETN,CSV,1255,10,0.2205,0.8186,-1.4166,40,3,3.8551500517766364,3.899443745269602,100.0,37,6.036616548047205,5.936036787767844,100.0
ETN,CSV,1255,20,0.2205,0.8186,-1.4166,40,3,3.7323465576455255,1.5993968367505367,66.66666666666666,37,5.887283271297992,6.162087367290696,72.97297297297297
ETR,CSV,1255,1,0.2522,0.8174,-1.3826,41,5,1.629133806446902,1.519679933803385,100.0,36,1.5250770504695241,1.4322654659964165,100.0
ETR,CSV,1255,5,0.2522,0.8174,-1.3826,41,5,3.3128217582980364,2.31570813689905,100.0,36,3.667805994460899,3.698498470149957,100.0
ETR,CSV,1255,10,0.2522,0.8174,-1.3826,41,5,4.01295329180269,3.5764844956398796,100.0,36,4.965130590471786,4.505817125232833,97.22222222222221
ETR,CSV,1255,20,0.2522,0.8174,-1.3826,41,5,3.9039203660849333,4.674624768959781,80.0,36,4.4974763960229724,6.373845218498546,72.22222222222221
EVRG,CSV,1255,1,0.2202,0.8852,-1.5501,48,5,0.7220958631316918,0.6478297338311494,100.0,43,1.2390001543212332,0.9461183242398663,100.0
EVRG,CSV,1255,5,0.2202,0.8852,-1.5501,48,5,3.610063982616348,2.6744206119295684,100.0,43,3.1022608654184496,2.748489421503856,100.0
EVRG,CSV,1255,10,0.2202,0.8852,-1.5501,48,5,4.46261586391691,3.990470286127349,100.0,43,4.171726632823113,4.445863021486705,100.0
EVRG,CSV,1255,20,0.2202,0.8852,-1.5501,48,5,3.663196814436465,5.173554885936124,80.0,43,4.973595873443061,6.32144980971287,83.72093023255815
EW,CSV,1255,1,0.0445,0.8296,-1.6148,38,5,0.9304840008601369,0.4171779309984124,100.0,33,2.091485399969175,1.5200905835275285,100.0
EW,CSV,1255,5,0.0445,0.8296,-1.6148,38,5,6.051744868716097,6.223706508826489,100.0,33,5.053054861076208,5.049822228955777,100.0
EW,CSV,1255,10,0.0445,0.8296,-1.6148,38,5,3.8616035945540323,3.810166181144068,100.0,33,6.5641255376166505,5.641487483002953,100.0
EW,CSV,1255,20,0.0445,0.8296,-1.6148,38,5,3.2079805509670676,2.0881368346133473,80.0,33,7.487633872877113,8.639648937404035,87.87878787878788
EXC,CSV,1255,1,0.207,0.8291,-1.4512,38,7,1.4032072249245398,1.2018158584497962,100.0,31,1.2747973090936424,1.196836904665941,100.0
EXC,CSV,1255,5,0.207,0.8291,-1.4512,38,7,4.555731015157417,4.591707320825374,100.0,31,3.242271268178484,3.155465449518173,100.0
EXC,CSV,1255,10,0.207,0.8291,-1.4512,38,7,5.406203371714578,5.870315018771176,100.0,31,4.895564896038235,4.359543835417234,100.0
EXC,CSV,1255,20,0.207,0.8291,-1.4512,38,7,5.776992627330929,6.819838644369848,85.71428571428571,31,5.072299883915374,3.9735275576655114,87.09677419354838
EXE,CSV,1255,1,0.1321,0.7885,-1.4449,41,3,1.5262398313022782,1.2428146452060074,100.0,38,2.2076694746440446,2.061875816751086,100.0
EXE,CSV,1255,5,0.1321,0.7885,-1.4449,41,3,3.396901507851973,2.958409936551185,100.0,38,6.025429625714351,6.5284381626799926,100.0
EXE,CSV,1255,10,0.1321,0.7885,-1.4449,41,3,5.157400310543717,4.814412070424851,100.0,38,7.7615544477535625,6.3446201722221325,100.0
EXE,CSV,1255,20,0.1321,0.7885,-1.4449,41,3,6.667758451674012,7.249883690075403,100.0,38,8.702494371302317,6.388819081660175,81.57894736842105
EXPD,CSV,1255,1,0.0786,0.7598,-1.441,43,4,1.578278937953281,1.4046127604714638,100.0,39,1.5230223786090826,1.2847214368316668,100.0
EXPD,CSV,1255,5,0.0786,0.7598,-1.441,43,4,3.7542763999474653,4.792568484282161,100.0,39,4.291422338441029,3.2252358594073947,100.0
EXPD,CSV,1255,10,0.0786,0.7598,-1.441,43,4,4.00035341072872,3.2539841481725866,100.0,39,4.746141762004717,4.136836222838204,100.0
EXPD,CSV,1255,20,0.0786,0.7598,-1.441,43,4,7.408566309705421,7.816962082313204,100.0,39,4.202445096077785,4.279131168422981,79.48717948717949
EXPE,CSV,1255,1,0.1007,0.8079,-1.5152,42,5,6.716293601826744,3.6649972601685334,100.0,37,3.0690269562639587,2.374835119685341,100.0
EXPE,CSV,1255,5,0.1007,0.8079,-1.5152,42,5,9.602535277117903,10.17121578225186,100.0,37,8.768799136160125,7.571439410211446,100.0
EXPE,CSV,1255,10,0.1007,0.8079,-1.5152,42,5,11.532837899428937,7.612505940844755,100.0,37,10.03626865358512,10.205216438233004,100.0
EXPE,CSV,1255,20,0.1007,0.8079,-1.5152,42,5,11.118101171182406,11.466714907390564,80.0,37,10.290008683191822,12.74001442818955,78.37837837837837
EXR,CSV,1255,1,0.1004,0.9512,-1.802,37,2,3.3591455219143906,3.3591455219143906,100.0,35,2.1751553330335938,2.057298203593105,100.0
EXR,CSV,1255,5,0.1004,0.9512,-1.802,37,2,5.746305113449306,5.746305113449306,100.0,35,3.8434895991111375,3.382900515314714,100.0
EXR,CSV,1255,10,0.1004,0.9512,-1.802,37,2,4.4193324502144,4.4193324502144,100.0,35,5.934041532355781,6.104258699479664,100.0
EXR,CSV,1255,20,0.1004,0.9512,-1.802,37,2,3.720345882240377,3.720345882240377,100.0,35,6.816197494972611,6.1087317490700555,82.85714285714286
F,CSV,1255,1,0.0901,0.8438,-1.5975,41,4,2.4677820950000764,1.8810369205382655,100.0,37,2.2314730612433444,1.8166189185720418,100.0
F,CSV,1255,5,0.0901,0.8438,-1.5975,41,4,7.774951003747888,8.050570923371698,100.0,37,5.263284644356256,4.7014094496103676,97.2972972972973
